"Item_ID";"menu_item_ID";"quantity"
"127";"127";"0"
"128";"128";"9"
"129";"129";"6"
"130";"130";"0"
"131";"131";"8"
"132";"132";"2"
"133";"133";"5"
"134";"134";"3"
"135";"135";"9"
"136";"136";"1"
"137";"137";"8"
"138";"138";"4"
"139";"139";"6"
"140";"140";"3"
"141";"141";"8"
"142";"142";"0"
"143";"143";"8"
"144";"144";"10"
"145";"145";"0"
"146";"146";"5"
"147";"147";"10"
"148";"148";"8"
"149";"149";"7"
"150";"150";"7"
"151";"151";"9"
"152";"152";"8"
"153";"153";"4"
"154";"154";"8"
"155";"155";"1"
"156";"156";"0"
"157";"157";"4"
"158";"158";"8"
"159";"159";"8"
"160";"160";"9"
"161";"161";"10"
"162";"162";"7"
"163";"163";"3"
"164";"164";"6"
"165";"165";"9"
"166";"166";"4"
"167";"167";"1"
"168";"168";"6"
"169";"169";"8"
"170";"170";"3"
"171";"171";"3"
"172";"172";"3"
"173";"173";"1"
"174";"174";"6"
"175";"175";"2"
"176";"176";"3"
"177";"177";"8"
"178";"178";"8"
"179";"179";"9"
"180";"180";"3"
"181";"181";"0"
"182";"182";"5"
"183";"183";"6"
"184";"184";"5"
"185";"185";"1"
"186";"186";"6"
"187";"187";"5"
"188";"188";"8"
"189";"189";"9"
"190";"190";"1"
"191";"191";"1"
"192";"192";"8"
"193";"193";"9"
"194";"194";"7"
"195";"195";"8"
"196";"196";"1"
"197";"197";"10"
"198";"198";"2"
"199";"199";"0"
"200";"200";"3"
"201";"201";"3"
"202";"202";"4"
"203";"203";"2"
"204";"204";"4"
"205";"205";"4"
"206";"206";"9"
"207";"207";"10"
"208";"208";"5"
"209";"209";"5"
"210";"210";"10"
"211";"211";"4"
"212";"212";"0"
"213";"213";"1"
"214";"214";"0"
"215";"215";"1"
"216";"216";"7"
"217";"217";"6"
"218";"218";"5"
"219";"219";"7"
"220";"220";"7"
"221";"221";"9"
"222";"222";"2"
"223";"223";"5"
"224";"224";"7"
"225";"225";"4"
"226";"226";"9"
"227";"227";"1"
"228";"228";"7"
"229";"229";"9"
"230";"230";"2"
"231";"231";"10"
"232";"232";"9"
"233";"233";"6"
"234";"234";"9"
"235";"235";"10"
"236";"236";"2"
"237";"237";"2"
"238";"238";"3"
"239";"239";"5"
"240";"240";"5"
"241";"241";"3"
"242";"242";"1"
"243";"243";"5"
"244";"244";"5"
"245";"245";"1"
"246";"246";"6"
"247";"247";"5"
"248";"248";"3"
"249";"249";"4"
"250";"250";"10"
"251";"251";"5"
"252";"252";"9"
"253";"253";"0"
"254";"254";"1"
"255";"255";"8"
"256";"256";"6"
"257";"257";"3"
"258";"258";"2"
"259";"259";"5"
"260";"260";"0"
"261";"261";"6"
"262";"262";"4"
"263";"263";"2"
"264";"264";"7"
"265";"265";"9"
"266";"266";"7"
"267";"267";"0"
"268";"268";"3"
"269";"269";"2"
"270";"270";"0"
"271";"271";"4"
"272";"272";"7"
"273";"273";"8"
"274";"274";"4"
"275";"275";"5"
"276";"276";"6"
"277";"277";"5"
"278";"278";"8"
"279";"279";"2"
"280";"280";"6"
"281";"281";"1"
"282";"282";"4"
"283";"283";"4"
"284";"284";"10"
"285";"285";"8"
"286";"286";"4"
"287";"287";"3"
"288";"288";"0"
"289";"289";"4"
"290";"290";"0"
"291";"291";"5"
"292";"292";"9"
"293";"293";"7"
"294";"294";"10"
"295";"295";"1"
"296";"296";"1"
"297";"297";"1"
"298";"298";"0"
"299";"299";"7"
"300";"300";"9"
"301";"301";"4"
"302";"302";"0"
"303";"303";"4"
"304";"304";"9"
"305";"305";"7"
"306";"306";"10"
"307";"307";"6"
"308";"308";"3"
"309";"309";"6"
"310";"310";"0"
"311";"311";"0"
"312";"312";"10"
"313";"313";"8"
"314";"314";"7"
"315";"315";"0"
"316";"316";"0"
"317";"317";"5"
"318";"318";"10"
"319";"319";"1"
"320";"320";"4"
"321";"321";"6"
"322";"322";"0"
"323";"323";"7"
"324";"324";"6"
"325";"325";"1"
"326";"326";"7"
"327";"327";"0"
"328";"328";"3"
"329";"329";"1"
"330";"330";"4"
"331";"331";"9"
"332";"332";"2"
"333";"333";"2"
"334";"334";"0"
"335";"335";"0"
"336";"336";"8"
"337";"337";"9"
"338";"338";"8"
"339";"339";"8"
"340";"340";"4"
"341";"341";"8"
"342";"342";"6"
"343";"343";"4"
"344";"344";"10"
"345";"345";"4"
"346";"346";"0"
"347";"347";"9"
"348";"348";"10"
"349";"349";"3"
"350";"350";"4"
"351";"351";"7"
"352";"352";"1"
"353";"353";"1"
"354";"354";"3"
"355";"355";"0"
"356";"356";"4"
"357";"357";"0"
"358";"358";"10"
"359";"359";"8"
"360";"360";"10"
"361";"361";"10"
"362";"362";"5"
"363";"363";"6"
"364";"364";"1"
"365";"365";"8"
"366";"366";"5"
"367";"367";"2"
"368";"368";"2"
"369";"369";"10"
"370";"370";"0"
"371";"371";"1"
"372";"372";"9"
"373";"373";"10"
"374";"374";"4"
"375";"375";"4"
"376";"376";"7"
"377";"377";"2"
"378";"378";"4"
"379";"379";"5"
"380";"380";"2"
"381";"381";"9"
"382";"382";"0"
"383";"383";"0"
"384";"384";"10"
"385";"385";"6"
"386";"386";"3"
"387";"387";"3"
"388";"388";"8"
"389";"389";"3"
"390";"390";"1"
"391";"391";"3"
"392";"392";"6"
"393";"393";"5"
"394";"394";"5"
"395";"395";"4"
"396";"396";"8"
"397";"397";"6"
"398";"398";"1"
"399";"399";"7"
"400";"400";"5"
"401";"401";"7"
"402";"402";"9"
"403";"403";"8"
"404";"404";"7"
"405";"405";"2"
"406";"406";"8"
"407";"407";"7"
"408";"408";"4"
"409";"409";"9"
"410";"410";"3"
"411";"411";"10"
"412";"412";"9"
"413";"413";"5"
"414";"414";"4"
"415";"415";"5"
"416";"416";"8"
"417";"417";"7"
"418";"418";"5"
"419";"419";"5"
"420";"420";"3"
"421";"421";"6"
"422";"422";"3"
"423";"423";"6"
"424";"424";"6"
"425";"425";"3"
"426";"426";"5"
"427";"427";"0"
"428";"428";"9"
"429";"429";"8"
"430";"430";"3"
"431";"431";"4"
"432";"432";"0"
"433";"433";"5"
"434";"434";"6"
"435";"435";"6"
"436";"436";"3"
"437";"437";"0"
"438";"438";"2"
"439";"439";"3"
"440";"440";"9"
"441";"441";"3"
"442";"442";"10"
"443";"443";"8"
"444";"444";"3"
"445";"445";"3"
"446";"446";"9"
"447";"447";"4"
"448";"448";"6"
"449";"449";"2"
"450";"450";"4"
"451";"451";"5"
"452";"452";"1"
"453";"453";"8"
"454";"454";"1"
"455";"455";"2"
"456";"456";"2"
"457";"457";"5"
"458";"458";"10"
"459";"459";"10"
"460";"460";"3"
"461";"461";"9"
"462";"462";"5"
"463";"463";"5"
"464";"464";"10"
"465";"465";"6"
"466";"466";"10"
"467";"467";"7"
"468";"468";"6"
"469";"469";"3"
"470";"470";"1"
"471";"471";"9"
"472";"472";"5"
"473";"473";"10"
"474";"474";"7"
"475";"475";"10"
"476";"476";"8"
"477";"477";"6"
"478";"478";"6"
"479";"479";"6"
"480";"480";"1"
"481";"481";"7"
"482";"482";"7"
"483";"483";"1"
"484";"484";"2"
"485";"485";"9"
"486";"486";"3"
"487";"487";"2"
"488";"488";"9"
"489";"489";"5"
"490";"490";"7"
"491";"491";"4"
"492";"492";"5"
"493";"493";"0"
"494";"494";"8"
"495";"495";"10"
"496";"496";"8"
"497";"497";"6"
"498";"498";"1"
"499";"499";"7"
"500";"500";"4"
"501";"501";"6"
"502";"502";"6"
"503";"503";"8"
"504";"504";"1"
"505";"505";"8"
"506";"506";"4"
"507";"507";"2"
"508";"508";"6"
"509";"509";"2"
"510";"510";"8"
"511";"511";"10"
"512";"512";"8"
"513";"513";"9"
"514";"514";"0"
"515";"515";"10"
"516";"516";"4"
"517";"517";"0"
"518";"518";"2"
"519";"519";"5"
"520";"520";"7"
"521";"521";"2"
"522";"522";"8"
"523";"523";"5"
"524";"524";"8"
"525";"525";"7"
"526";"526";"1"
"527";"527";"5"
"528";"528";"4"
"529";"529";"9"
"530";"530";"8"
"531";"531";"9"
"532";"532";"10"
"533";"533";"1"
"534";"534";"2"
"535";"535";"4"
"536";"536";"2"
"537";"537";"10"
"538";"538";"2"
"539";"539";"4"
"540";"540";"0"
"541";"541";"4"
"542";"542";"5"
"543";"543";"5"
"544";"544";"6"
"545";"545";"8"
"546";"546";"7"
"547";"547";"2"
"548";"548";"5"
"549";"549";"2"
"550";"550";"6"
"551";"551";"4"
"552";"552";"4"
"553";"553";"1"
"554";"554";"6"
"555";"555";"1"
"556";"556";"0"
"557";"557";"9"
"558";"558";"6"
"559";"559";"5"
"560";"560";"9"
"561";"561";"10"
"562";"562";"2"
"563";"563";"7"
"564";"564";"3"
"565";"565";"4"
"566";"566";"7"
"567";"567";"1"
"568";"568";"6"
"569";"569";"5"
"570";"570";"10"
"571";"571";"5"
"572";"572";"6"
"573";"573";"0"
"574";"574";"4"
"575";"575";"1"
"576";"576";"8"
"577";"577";"9"
"578";"578";"4"
"579";"579";"7"
"580";"580";"6"
"581";"581";"3"
"582";"582";"4"
"583";"583";"3"
"584";"584";"8"
"585";"585";"9"
"586";"586";"0"
"587";"587";"7"
"588";"588";"4"
"589";"589";"10"
"590";"590";"3"
"591";"591";"6"
"592";"592";"5"
"593";"593";"3"
"594";"594";"7"
"595";"595";"10"
"596";"596";"8"
"597";"597";"5"
"598";"598";"10"
"599";"599";"9"
"600";"600";"8"
"601";"601";"4"
"602";"602";"9"
"603";"603";"1"
"604";"604";"9"
"605";"605";"10"
"606";"606";"7"
"607";"607";"7"
"608";"608";"5"
"609";"609";"6"
"610";"610";"6"
"611";"611";"1"
"612";"612";"2"
"613";"613";"8"
"614";"614";"8"
"615";"615";"8"
"616";"616";"0"
"617";"617";"4"
"618";"618";"10"
"619";"619";"4"
"620";"620";"8"
"621";"621";"4"
"622";"622";"2"
"623";"623";"1"
"624";"624";"8"
"625";"625";"8"
"626";"626";"5"
"627";"627";"3"
"628";"628";"4"
"629";"629";"5"
"630";"630";"7"
"631";"631";"6"
"632";"632";"8"
"633";"633";"7"
"634";"634";"8"
"635";"635";"10"
"636";"636";"1"
"637";"637";"6"
"638";"638";"7"
"639";"639";"10"
"640";"640";"3"
"641";"641";"6"
"642";"642";"2"
"643";"643";"5"
"644";"644";"8"
"645";"645";"10"
"646";"646";"2"
"647";"647";"4"
"648";"648";"4"
"649";"649";"2"
"650";"650";"10"
"651";"651";"9"
"652";"652";"2"
"653";"653";"0"
"654";"654";"5"
"655";"655";"3"
"656";"656";"7"
"657";"657";"2"
"658";"658";"5"
"659";"659";"2"
"660";"660";"8"
"661";"661";"0"
"662";"662";"7"
"663";"663";"9"
"664";"664";"2"
"665";"665";"9"
"666";"666";"3"
"667";"667";"4"
"668";"668";"8"
"669";"669";"7"
"670";"670";"10"
"671";"671";"10"
"672";"672";"4"
"673";"673";"9"
"674";"674";"6"
"675";"675";"6"
"676";"676";"4"
"677";"677";"5"
"678";"678";"4"
"679";"679";"8"
"680";"680";"0"
"681";"681";"0"
"682";"682";"0"
"683";"683";"5"
"684";"684";"7"
"685";"685";"8"
"686";"686";"3"
"687";"687";"7"
"688";"688";"0"
"689";"689";"9"
"690";"690";"3"
"691";"691";"0"
"692";"692";"2"
"693";"693";"9"
"694";"694";"2"
"695";"695";"9"
"696";"696";"7"
"697";"697";"2"
"698";"698";"9"
"699";"699";"4"
"700";"700";"5"
"701";"701";"3"
"702";"702";"10"
"703";"703";"10"
"704";"704";"6"
"705";"705";"7"
"706";"706";"5"
"707";"707";"4"
"708";"708";"7"
"709";"709";"6"
"710";"710";"3"
"711";"711";"2"
"712";"712";"4"
"713";"713";"2"
"714";"714";"5"
"715";"715";"3"
"716";"716";"4"
"717";"717";"5"
"718";"718";"7"
"719";"719";"6"
"720";"720";"8"
"721";"721";"8"
"722";"722";"6"
"723";"723";"7"
"724";"724";"3"
"725";"725";"1"
"726";"726";"7"
"727";"727";"10"
"728";"728";"3"
"729";"729";"2"
"730";"730";"4"
"731";"731";"4"
"732";"732";"6"
"733";"733";"8"
"734";"734";"1"
"735";"735";"10"
"736";"736";"7"
"737";"737";"8"
"738";"738";"10"
"739";"739";"4"
"740";"740";"3"
"741";"741";"5"
"742";"742";"0"
"743";"743";"0"
"744";"744";"7"
"745";"745";"3"
"746";"746";"4"
"747";"747";"10"
"748";"748";"5"
"749";"749";"9"
"750";"750";"8"
"751";"751";"5"
"752";"752";"4"
"753";"753";"4"
"754";"754";"7"
"755";"755";"5"
"756";"756";"3"
"757";"757";"4"
"758";"758";"8"
"759";"759";"10"
"760";"760";"0"
"761";"761";"6"
"762";"762";"4"
"763";"763";"0"
"764";"764";"9"
"765";"765";"10"
"766";"766";"6"
"767";"767";"6"
"768";"768";"8"
"769";"769";"5"
"770";"770";"4"
"771";"771";"8"
"772";"772";"2"
"773";"773";"2"
"774";"774";"0"
"775";"775";"0"
"776";"776";"6"
"777";"777";"1"
"778";"778";"5"
"779";"779";"9"
"780";"780";"4"
"781";"781";"5"
"782";"782";"1"
"783";"783";"1"
"784";"784";"1"
"785";"785";"4"
"786";"786";"2"
"787";"787";"9"
"788";"788";"0"
"789";"789";"8"
"790";"790";"1"
"791";"791";"7"
"792";"792";"4"
"793";"793";"1"
"794";"794";"8"
"795";"795";"5"
"796";"796";"4"
"797";"797";"10"
"798";"798";"9"
"799";"799";"3"
"800";"800";"0"
"801";"801";"1"
"802";"802";"2"
"803";"803";"10"
"804";"804";"2"
"805";"805";"0"
"806";"806";"5"
"807";"807";"4"
"808";"808";"2"
"809";"809";"10"
"810";"810";"0"
"811";"811";"9"
"812";"812";"9"
"813";"813";"10"
"814";"814";"1"
"815";"815";"10"
"816";"816";"0"
"817";"817";"10"
"818";"818";"7"
"819";"819";"3"
"820";"820";"3"
"821";"821";"8"
"822";"822";"0"
"823";"823";"1"
"824";"824";"0"
"825";"825";"5"
"826";"826";"4"
"827";"827";"4"
"828";"828";"8"
"829";"829";"7"
"830";"830";"2"
"831";"831";"5"
"832";"832";"4"
"833";"833";"2"
"834";"834";"2"
"835";"835";"1"
"836";"836";"4"
"837";"837";"7"
"838";"838";"5"
"839";"839";"9"
"840";"840";"5"
"841";"841";"1"
"842";"842";"4"
"843";"843";"1"
"844";"844";"2"
"845";"845";"10"
"846";"846";"3"
"847";"847";"2"
"848";"848";"0"
"849";"849";"10"
"850";"850";"6"
"851";"851";"4"
"852";"852";"1"
"853";"853";"3"
"854";"854";"6"
"855";"855";"9"
"856";"856";"1"
"857";"857";"10"
"858";"858";"6"
"859";"859";"4"
"860";"860";"10"
"861";"861";"6"
"862";"862";"1"
"863";"863";"2"
"864";"864";"3"
"865";"865";"2"
"866";"866";"2"
"867";"867";"1"
"868";"868";"8"
"869";"869";"9"
"870";"870";"6"
"871";"871";"10"
"872";"872";"4"
"873";"873";"3"
"874";"874";"9"
"875";"875";"8"
"876";"876";"9"
"877";"877";"9"
"878";"878";"7"
"879";"879";"6"
"880";"880";"6"
"881";"881";"5"
"882";"882";"0"
"883";"883";"4"
"884";"884";"8"
"885";"885";"6"
"886";"886";"8"
"887";"887";"4"
"888";"888";"10"
"889";"889";"4"
"890";"890";"6"
"891";"891";"2"
"892";"892";"3"
"893";"893";"10"
"894";"894";"7"
"895";"895";"0"
"896";"896";"2"
"897";"897";"8"
"898";"898";"5"
"899";"899";"0"
"900";"900";"2"
"901";"901";"0"
"902";"902";"10"
"903";"903";"5"
"904";"904";"9"
"905";"905";"0"
"906";"906";"2"
"907";"907";"3"
"908";"908";"10"
"909";"909";"3"
"910";"910";"4"
"911";"911";"10"
"912";"912";"5"
"913";"913";"5"
"914";"914";"9"
"915";"915";"9"
"916";"916";"10"
"917";"917";"9"
"918";"918";"8"
"919";"919";"7"
"920";"920";"1"
"921";"921";"7"
"922";"922";"10"
"923";"923";"7"
"924";"924";"6"
"925";"925";"0"
"926";"926";"1"
"927";"927";"6"
"928";"928";"5"
"929";"929";"1"
"930";"930";"5"
"931";"931";"4"
"932";"932";"10"
"933";"933";"1"
"934";"934";"3"
"935";"935";"5"
"936";"936";"10"
"937";"937";"5"
"938";"938";"5"
"939";"939";"10"
"940";"940";"9"
"941";"941";"9"
"942";"942";"1"
"943";"943";"3"
"944";"944";"1"
"945";"945";"9"
"946";"946";"9"
"947";"947";"4"
"948";"948";"8"
"949";"949";"7"
"950";"950";"0"
"951";"951";"7"
"952";"952";"5"
"953";"953";"8"
"954";"954";"4"
"955";"955";"3"
"956";"956";"3"
"957";"957";"5"
"958";"958";"3"
"959";"959";"4"
"960";"960";"5"
"961";"961";"5"
"962";"962";"5"
"963";"963";"8"
"964";"964";"2"
"965";"965";"3"
"966";"966";"5"
"967";"967";"10"
"968";"968";"3"
"969";"969";"9"
"970";"970";"7"
"971";"971";"0"
"972";"972";"7"
"973";"973";"7"
"974";"974";"3"
"975";"975";"7"
"976";"976";"3"
"977";"977";"4"
"978";"978";"3"
"979";"979";"5"
"980";"980";"0"
"981";"981";"4"
"982";"982";"4"
"983";"983";"10"
"984";"984";"10"
"985";"985";"0"
"986";"986";"9"
"987";"987";"0"
"988";"988";"3"
"989";"989";"8"
"990";"990";"6"
"991";"991";"1"
"992";"992";"10"
"993";"993";"6"
"994";"994";"7"
"995";"995";"7"
"996";"996";"8"
"997";"997";"8"
"998";"998";"2"
"999";"999";"5"
"1000";"1000";"5"
"1001";"1001";"10"
"1002";"1002";"5"
"1003";"1003";"9"
"1004";"1004";"6"
"1005";"1005";"3"
"1006";"1006";"0"
"1007";"1007";"6"
"1008";"1008";"4"
"1009";"1009";"2"
"1010";"1010";"2"
"1011";"1011";"7"
"1012";"1012";"8"
"1013";"1013";"2"
"1014";"1014";"10"
"1015";"1015";"7"
"1016";"1016";"5"
"1017";"1017";"5"
"1018";"1018";"2"
"1019";"1019";"5"
"1020";"1020";"5"
"1021";"1021";"5"
"1022";"1022";"4"
"1023";"1023";"10"
"1024";"1024";"1"
"1025";"1025";"3"
"1026";"1026";"3"
"1027";"1027";"10"
"1028";"1028";"1"
"1029";"1029";"5"
"1030";"1030";"2"
"1031";"1031";"5"
"1032";"1032";"3"
"1033";"1033";"9"
"1034";"1034";"7"
"1035";"1035";"2"
"1036";"1036";"1"
"1037";"1037";"9"
"1038";"1038";"9"
"1039";"1039";"8"
"1040";"1040";"2"
"1041";"1041";"4"
"1042";"1042";"9"
"1043";"1043";"10"
"1044";"1044";"5"
"1045";"1045";"1"
"1046";"1046";"8"
"1047";"1047";"3"
"1048";"1048";"10"
"1049";"1049";"0"
"1050";"1050";"7"
"1051";"1051";"0"
"1052";"1052";"6"
"1053";"1053";"3"
"1054";"1054";"4"
"1055";"1055";"4"
"1056";"1056";"0"
"1057";"1057";"7"
"1058";"1058";"7"
"1059";"1059";"4"
"1060";"1060";"1"
"1061";"1061";"0"
"1062";"1062";"4"
"1063";"1063";"6"
"1064";"1064";"3"
"1065";"1065";"4"
"1066";"1066";"2"
"1067";"1067";"5"
"1068";"1068";"6"
"1069";"1069";"6"
"1070";"1070";"5"
"1071";"1071";"2"
"1072";"1072";"4"
"1073";"1073";"3"
"1074";"1074";"7"
"1075";"1075";"10"
"1076";"1076";"1"
"1077";"1077";"0"
"1078";"1078";"5"
"1079";"1079";"0"
"1080";"1080";"1"
"1081";"1081";"6"
"1082";"1082";"10"
"1083";"1083";"3"
"1084";"1084";"0"
"1085";"1085";"1"
"1086";"1086";"10"
"1087";"1087";"3"
"1088";"1088";"7"
"1089";"1089";"1"
"1090";"1090";"10"
"1091";"1091";"9"
"1092";"1092";"8"
"1093";"1093";"1"
"1094";"1094";"3"
"1095";"1095";"0"
"1096";"1096";"4"
"1097";"1097";"9"
"1098";"1098";"3"
"1099";"1099";"7"
"1100";"1100";"0"
"1101";"1101";"10"
"1102";"1102";"0"
"1103";"1103";"7"
"1104";"1104";"9"
"1105";"1105";"5"
"1106";"1106";"7"
"1107";"1107";"4"
"1108";"1108";"10"
"1109";"1109";"10"
"1110";"1110";"8"
"1111";"1111";"3"
"1112";"1112";"5"
"1113";"1113";"3"
"1114";"1114";"4"
"1115";"1115";"1"
"1116";"1116";"6"
"1117";"1117";"8"
"1118";"1118";"3"
"1119";"1119";"9"
"1120";"1120";"4"
"1121";"1121";"7"
"1122";"1122";"4"
"1123";"1123";"5"
"1124";"1124";"8"
"1125";"1125";"10"
"1126";"1126";"0"
"1127";"1127";"7"
"1128";"1128";"7"
"1129";"1129";"0"
"1130";"1130";"8"
"1131";"1131";"1"
"1132";"1132";"6"
"1133";"1133";"7"
"1134";"1134";"10"
"1135";"1135";"0"
"1136";"1136";"0"
"1137";"1137";"8"
"1138";"1138";"10"
"1139";"1139";"9"
"1140";"1140";"5"
"1141";"1141";"1"
"1142";"1142";"6"
"1143";"1143";"4"
"1144";"1144";"10"
"1145";"1145";"8"
"1146";"1146";"7"
"1147";"1147";"1"
"1148";"1148";"0"
"1149";"1149";"3"
"1150";"1150";"0"
"1151";"1151";"10"
"1152";"1152";"4"
"1153";"1153";"9"
"1154";"1154";"0"
"1155";"1155";"10"
"1156";"1156";"8"
"1157";"1157";"0"
"1158";"1158";"7"
"1159";"1159";"7"
"1160";"1160";"2"
"1161";"1161";"5"
"1162";"1162";"8"
"1163";"1163";"4"
"1164";"1164";"9"
"1165";"1165";"6"
"1166";"1166";"7"
"1167";"1167";"4"
"1168";"1168";"2"
"1169";"1169";"3"
"1170";"1170";"6"
"1171";"1171";"8"
"1172";"1172";"3"
"1173";"1173";"9"
"1174";"1174";"10"
"1175";"1175";"0"
"1176";"1176";"7"
"1177";"1177";"1"
"1178";"1178";"2"
"1179";"1179";"6"
"1180";"1180";"1"
"1181";"1181";"7"
"1182";"1182";"10"
"1183";"1183";"9"
"1184";"1184";"7"
"1185";"1185";"7"
"1186";"1186";"9"
"1187";"1187";"9"
"1188";"1188";"8"
"1189";"1189";"10"
"1190";"1190";"6"
"1191";"1191";"6"
"1192";"1192";"3"
"1193";"1193";"9"
"1194";"1194";"3"
"1195";"1195";"2"
"1196";"1196";"5"
"1197";"1197";"4"
"1198";"1198";"10"
"1199";"1199";"7"
"1200";"1200";"6"
"1201";"1201";"1"
"1202";"1202";"2"
"1203";"1203";"2"
"1204";"1204";"5"
"1205";"1205";"5"
"1206";"1206";"3"
"1207";"1207";"6"
"1208";"1208";"10"
"1209";"1209";"9"
"1210";"1210";"7"
"1211";"1211";"0"
"1212";"1212";"4"
"1213";"1213";"3"
"1214";"1214";"3"
"1215";"1215";"3"
"1216";"1216";"3"
"1217";"1217";"9"
"1218";"1218";"1"
"1219";"1219";"4"
"1220";"1220";"8"
"1221";"1221";"0"
"1222";"1222";"5"
"1223";"1223";"6"
"1224";"1224";"5"
"1225";"1225";"5"
"1226";"1226";"4"
"1227";"1227";"7"
"1228";"1228";"10"
"1229";"1229";"4"
"1230";"1230";"3"
"1231";"1231";"10"
"1232";"1232";"6"
"1233";"1233";"2"
"1234";"1234";"9"
"1235";"1235";"9"
"1236";"1236";"2"
"1237";"1237";"4"
"1238";"1238";"4"
"1239";"1239";"8"
"1240";"1240";"9"
"1241";"1241";"9"
"1242";"1242";"7"
"1243";"1243";"7"
"1244";"1244";"1"
"1245";"1245";"10"
"1246";"1246";"9"
"1247";"1247";"0"
"1248";"1248";"4"
"1249";"1249";"1"
"1250";"1250";"7"
"1251";"1251";"3"
"1252";"1252";"3"
"1253";"1253";"8"
"1254";"1254";"1"
"1255";"1255";"7"
"1256";"1256";"10"
"1257";"1257";"2"
"1258";"1258";"3"
"1259";"1259";"2"
"1260";"1260";"10"
"1261";"1261";"4"
"1262";"1262";"9"
"1263";"1263";"9"
"1264";"1264";"8"
"1265";"1265";"4"
"1266";"1266";"1"
"1267";"1267";"8"
"1268";"1268";"5"
"1269";"1269";"5"
"1270";"1270";"5"
"1271";"1271";"0"
"1272";"1272";"7"
"1273";"1273";"9"
"1274";"1274";"8"
"1275";"1275";"9"
"1276";"1276";"4"
"1277";"1277";"3"
"1278";"1278";"5"
"1279";"1279";"8"
"1280";"1280";"2"
"1281";"1281";"5"
"1282";"1282";"2"
"1283";"1283";"2"
"1284";"1284";"10"
"1285";"1285";"3"
"1286";"1286";"7"
"1287";"1287";"6"
"1288";"1288";"10"
"1289";"1289";"9"
"1290";"1290";"3"
"1291";"1291";"6"
"1292";"1292";"7"
"1293";"1293";"3"
"1294";"1294";"9"
"1295";"1295";"3"
"1296";"1296";"9"
"1297";"1297";"7"
"1298";"1298";"10"
"1299";"1299";"1"
"1300";"1300";"1"
"1301";"1301";"2"
"1302";"1302";"6"
"1303";"1303";"1"
"1304";"1304";"6"
"1305";"1305";"8"
"1306";"1306";"10"
"1307";"1307";"9"
"1308";"1308";"1"
"1309";"1309";"5"
"1310";"1310";"7"
"1311";"1311";"0"
"1312";"1312";"9"
"1313";"1313";"1"
"1314";"1314";"3"
"1315";"1315";"0"
"1316";"1316";"5"
"1317";"1317";"10"
"1318";"1318";"0"
"1319";"1319";"0"
"1320";"1320";"5"
"1321";"1321";"5"
"1322";"1322";"9"
"1323";"1323";"10"
"1324";"1324";"10"
"1325";"1325";"7"
"1326";"1326";"3"
"1327";"1327";"5"
"1328";"1328";"3"
"1329";"1329";"8"
