"date";"client_ID";"employee_ID";"status_ID";"total"
"04_06_2024";"153";"153";"10";"4906"
"04_06_2024";"154";"154";"1";"923"
"04_06_2024";"155";"155";"2";"4519"
"04_06_2024";"156";"156";"7";"3401"
"04_06_2024";"157";"157";"3";"5388"
"04_06_2024";"158";"158";"4";"1857"
"04_06_2024";"159";"159";"4";"8589"
"04_06_2024";"160";"160";"9";"8769"
"04_06_2024";"161";"161";"8";"8434"
"04_06_2024";"162";"162";"1";"2858"
"04_06_2024";"163";"163";"2";"7784"
"04_06_2024";"164";"164";"2";"7407"
"04_06_2024";"165";"165";"4";"7435"
"04_06_2024";"166";"166";"7";"7942"
"04_06_2024";"167";"167";"5";"6173"
"04_06_2024";"168";"168";"1";"5549"
"04_06_2024";"169";"169";"5";"3316"
"04_06_2024";"170";"170";"5";"6415"
"04_06_2024";"171";"171";"5";"8475"
"04_06_2024";"172";"172";"3";"7941"
"04_06_2024";"173";"173";"4";"8039"
"04_06_2024";"174";"174";"2";"1534"
"04_06_2024";"175";"175";"0";"5451"
"04_06_2024";"176";"176";"0";"6524"
"04_06_2024";"177";"177";"7";"929"
"04_06_2024";"178";"178";"10";"3399"
"04_06_2024";"179";"179";"0";"5750"
"04_06_2024";"180";"180";"1";"9764"
"04_06_2024";"181";"181";"6";"8828"
"04_06_2024";"182";"182";"0";"47"
"04_06_2024";"183";"183";"7";"6534"
"04_06_2024";"184";"184";"2";"1383"
"04_06_2024";"185";"185";"5";"3980"
"04_06_2024";"186";"186";"2";"9643"
"04_06_2024";"187";"187";"6";"9943"
"04_06_2024";"188";"188";"4";"6146"
"04_06_2024";"189";"189";"9";"6997"
"04_06_2024";"190";"190";"6";"5198"
"04_06_2024";"191";"191";"3";"4305"
"04_06_2024";"192";"192";"3";"822"
"04_06_2024";"193";"193";"1";"8273"
"04_06_2024";"194";"194";"1";"3258"
"04_06_2024";"195";"195";"8";"2101"
"04_06_2024";"196";"196";"5";"3591"
"04_06_2024";"197";"197";"9";"9105"
"04_06_2024";"198";"198";"6";"1214"
"04_06_2024";"199";"199";"5";"4130"
"04_06_2024";"200";"200";"8";"2200"
"04_06_2024";"201";"201";"7";"1738"
"04_06_2024";"202";"202";"2";"2011"
"04_06_2024";"203";"203";"5";"695"
"04_06_2024";"204";"204";"7";"7172"
"04_06_2024";"205";"205";"2";"1161"
"04_06_2024";"206";"206";"2";"6465"
"04_06_2024";"207";"207";"8";"8698"
"04_06_2024";"208";"208";"0";"4437"
"04_06_2024";"209";"209";"5";"9321"
"04_06_2024";"210";"210";"6";"8664"
"04_06_2024";"211";"211";"0";"1525"
"04_06_2024";"212";"212";"1";"8308"
"04_06_2024";"213";"213";"3";"3281"
"04_06_2024";"214";"214";"1";"2003"
"04_06_2024";"215";"215";"6";"40"
"04_06_2024";"216";"216";"0";"656"
"04_06_2024";"217";"217";"0";"3760"
"04_06_2024";"218";"218";"1";"6819"
"04_06_2024";"219";"219";"7";"6799"
"04_06_2024";"220";"220";"2";"5542"
"04_06_2024";"221";"221";"5";"4662"
"04_06_2024";"222";"222";"5";"9326"
"04_06_2024";"223";"223";"0";"7926"
"04_06_2024";"224";"224";"6";"2865"
"04_06_2024";"225";"225";"7";"2780"
"04_06_2024";"226";"226";"6";"7723"
"04_06_2024";"227";"227";"3";"2727"
"04_06_2024";"228";"228";"4";"6194"
"04_06_2024";"229";"229";"8";"7355"
"04_06_2024";"230";"230";"6";"7366"
"04_06_2024";"231";"231";"10";"9145"
"04_06_2024";"232";"232";"10";"2856"
"04_06_2024";"233";"233";"6";"6215"
"04_06_2024";"234";"234";"9";"5341"
"04_06_2024";"235";"235";"3";"7199"
"04_06_2024";"236";"236";"3";"8947"
"04_06_2024";"237";"237";"4";"1013"
"04_06_2024";"238";"238";"4";"6195"
"04_06_2024";"239";"239";"5";"3149"
"04_06_2024";"240";"240";"7";"389"
"04_06_2024";"241";"241";"6";"7386"
"04_06_2024";"242";"242";"4";"4659"
"04_06_2024";"243";"243";"1";"689"
"04_06_2024";"244";"244";"4";"8928"
"04_06_2024";"245";"245";"8";"9850"
"04_06_2024";"246";"246";"0";"1802"
"04_06_2024";"247";"247";"3";"6935"
"04_06_2024";"248";"248";"9";"2955"
"04_06_2024";"249";"249";"2";"7130"
"04_06_2024";"250";"250";"0";"7421"
"04_06_2024";"251";"251";"10";"3490"
"04_06_2024";"252";"252";"7";"1143"
"04_06_2024";"253";"253";"7";"9129"
"04_06_2024";"254";"254";"6";"1612"
"04_06_2024";"255";"255";"10";"1629"
"04_06_2024";"256";"256";"4";"7760"
"04_06_2024";"257";"257";"5";"4132"
"04_06_2024";"258";"258";"6";"4111"
"04_06_2024";"259";"259";"9";"3835"
"04_06_2024";"260";"260";"0";"7819"
"04_06_2024";"261";"261";"9";"8687"
"04_06_2024";"262";"262";"1";"3334"
"04_06_2024";"263";"263";"0";"178"
"04_06_2024";"264";"264";"7";"6571"
"04_06_2024";"265";"265";"3";"8198"
"04_06_2024";"266";"266";"7";"9810"
"04_06_2024";"267";"267";"3";"223"
"04_06_2024";"268";"268";"5";"8726"
"04_06_2024";"269";"269";"9";"8198"
"04_06_2024";"270";"270";"2";"2726"
"04_06_2024";"271";"271";"2";"3115"
"04_06_2024";"272";"272";"7";"9581"
"04_06_2024";"273";"273";"0";"7864"
"04_06_2024";"274";"274";"1";"4075"
"04_06_2024";"275";"275";"0";"5207"
"04_06_2024";"276";"276";"3";"3375"
"04_06_2024";"277";"277";"10";"5904"
"04_06_2024";"278";"278";"6";"880"
"04_06_2024";"279";"279";"6";"1674"
"04_06_2024";"280";"280";"8";"7885"
"04_06_2024";"281";"281";"10";"2130"
"04_06_2024";"282";"282";"2";"8247"
"04_06_2024";"283";"283";"10";"531"
"04_06_2024";"284";"284";"0";"1881"
"04_06_2024";"285";"285";"9";"272"
"04_06_2024";"286";"286";"0";"6965"
"04_06_2024";"287";"287";"0";"8458"
"04_06_2024";"288";"288";"0";"3776"
"04_06_2024";"289";"289";"4";"7919"
"04_06_2024";"290";"290";"6";"8386"
"04_06_2024";"291";"291";"2";"2741"
"04_06_2024";"292";"292";"7";"7577"
"04_06_2024";"293";"293";"0";"5975"
"04_06_2024";"294";"294";"3";"179"
"04_06_2024";"295";"295";"1";"3396"
"04_06_2024";"296";"296";"5";"6788"
"04_06_2024";"297";"297";"2";"3429"
"04_06_2024";"298";"298";"10";"3518"
"04_06_2024";"299";"299";"7";"4359"
"04_06_2024";"300";"300";"10";"2101"
"04_06_2024";"301";"301";"7";"7515"
"04_06_2024";"302";"302";"8";"3687"
"04_06_2024";"303";"303";"1";"7504"
"04_06_2024";"304";"304";"10";"3740"
"04_06_2024";"305";"305";"8";"2519"
"04_06_2024";"306";"306";"2";"4059"
"04_06_2024";"307";"307";"8";"784"
"04_06_2024";"308";"308";"8";"1674"
"04_06_2024";"309";"309";"1";"491"
"04_06_2024";"310";"310";"3";"4317"
"04_06_2024";"311";"311";"9";"6801"
"04_06_2024";"312";"312";"8";"9269"
"04_06_2024";"313";"313";"6";"8318"
"04_06_2024";"314";"314";"5";"6190"
"04_06_2024";"315";"315";"9";"1711"
"04_06_2024";"316";"316";"0";"773"
"04_06_2024";"317";"317";"2";"6719"
"04_06_2024";"318";"318";"6";"6618"
"04_06_2024";"319";"319";"0";"7901"
"04_06_2024";"320";"320";"6";"1091"
"04_06_2024";"321";"321";"9";"3171"
"04_06_2024";"322";"322";"8";"42"
"04_06_2024";"323";"323";"6";"7320"
"04_06_2024";"324";"324";"10";"4388"
"04_06_2024";"325";"325";"5";"8742"
"04_06_2024";"326";"326";"6";"2739"
"04_06_2024";"327";"327";"1";"3540"
"04_06_2024";"328";"328";"9";"8202"
"04_06_2024";"329";"329";"0";"8929"
"04_06_2024";"330";"330";"9";"8954"
"04_06_2024";"331";"331";"1";"6711"
"04_06_2024";"332";"332";"2";"3922"
"04_06_2024";"333";"333";"3";"9291"
"04_06_2024";"334";"334";"2";"7575"
"04_06_2024";"335";"335";"7";"3157"
"04_06_2024";"336";"336";"10";"3181"
"04_06_2024";"337";"337";"7";"5423"
"04_06_2024";"338";"338";"4";"5004"
"04_06_2024";"339";"339";"5";"1222"
"04_06_2024";"340";"340";"2";"8362"
"04_06_2024";"341";"341";"3";"7309"
"04_06_2024";"342";"342";"7";"813"
"04_06_2024";"343";"343";"7";"104"
"04_06_2024";"344";"344";"10";"4369"
"04_06_2024";"345";"345";"9";"1191"
"04_06_2024";"346";"346";"9";"5856"
"04_06_2024";"347";"347";"7";"9080"
"04_06_2024";"348";"348";"10";"3354"
"04_06_2024";"349";"349";"5";"5322"
"04_06_2024";"350";"350";"8";"7029"
"04_06_2024";"351";"351";"3";"199"
"04_06_2024";"352";"352";"10";"2278"
"04_06_2024";"353";"353";"7";"8726"
"04_06_2024";"354";"354";"5";"6102"
"04_06_2024";"355";"355";"6";"7307"
"04_06_2024";"356";"356";"8";"4532"
"04_06_2024";"357";"357";"3";"7516"
"04_06_2024";"358";"358";"9";"316"
"04_06_2024";"359";"359";"1";"9008"
"04_06_2024";"360";"360";"10";"4000"
"04_06_2024";"361";"361";"10";"7901"
"04_06_2024";"362";"362";"3";"5512"
"04_06_2024";"363";"363";"2";"510"
"04_06_2024";"364";"364";"0";"8964"
"04_06_2024";"365";"365";"0";"9566"
"04_06_2024";"366";"366";"3";"8023"
"04_06_2024";"367";"367";"4";"9609"
"04_06_2024";"368";"368";"4";"8163"
"04_06_2024";"369";"369";"1";"1253"
"04_06_2024";"370";"370";"1";"6728"
"04_06_2024";"371";"371";"1";"3062"
"04_06_2024";"372";"372";"2";"1387"
"04_06_2024";"373";"373";"0";"1722"
"04_06_2024";"374";"374";"5";"4766"
"04_06_2024";"375";"375";"0";"6042"
"04_06_2024";"376";"376";"1";"8134"
"04_06_2024";"377";"377";"7";"4680"
"04_06_2024";"378";"378";"4";"5856"
"04_06_2024";"379";"379";"9";"9033"
"04_06_2024";"380";"380";"10";"815"
"04_06_2024";"381";"381";"1";"6375"
"04_06_2024";"382";"382";"7";"1142"
"04_06_2024";"383";"383";"6";"9033"
"04_06_2024";"384";"384";"6";"9448"
"04_06_2024";"385";"385";"4";"3745"
"04_06_2024";"386";"386";"9";"4683"
"04_06_2024";"387";"387";"8";"8328"
"04_06_2024";"388";"388";"4";"9111"
"04_06_2024";"389";"389";"4";"5302"
"04_06_2024";"390";"390";"2";"6714"
"04_06_2024";"391";"391";"4";"9269"
"04_06_2024";"392";"392";"0";"2478"
"04_06_2024";"393";"393";"5";"9219"
"04_06_2024";"394";"394";"6";"8718"
"04_06_2024";"395";"395";"4";"7727"
"04_06_2024";"396";"396";"9";"9815"
"04_06_2024";"397";"397";"9";"5553"
"04_06_2024";"398";"398";"2";"4933"
"04_06_2024";"399";"399";"8";"8793"
"04_06_2024";"400";"400";"0";"2426"
"04_06_2024";"401";"401";"9";"9996"
"04_06_2024";"402";"402";"7";"2402"
"04_06_2024";"403";"403";"4";"9166"
"04_06_2024";"404";"404";"10";"346"
"04_06_2024";"405";"405";"3";"7147"
"04_06_2024";"406";"406";"4";"6596"
"04_06_2024";"407";"407";"10";"1508"
"04_06_2024";"408";"408";"5";"1655"
"04_06_2024";"409";"409";"4";"9306"
"04_06_2024";"410";"410";"8";"9958"
"04_06_2024";"411";"411";"2";"1666"
"04_06_2024";"412";"412";"10";"8377"
"04_06_2024";"413";"413";"0";"9653"
"04_06_2024";"414";"414";"0";"2235"
"04_06_2024";"415";"415";"4";"5499"
"04_06_2024";"416";"416";"6";"9787"
"04_06_2024";"417";"417";"10";"4297"
"04_06_2024";"418";"418";"2";"1087"
"04_06_2024";"419";"419";"1";"1186"
"04_06_2024";"420";"420";"2";"9190"
"04_06_2024";"421";"421";"9";"2030"
"04_06_2024";"422";"422";"5";"8483"
"04_06_2024";"423";"423";"10";"157"
"04_06_2024";"424";"424";"7";"512"
"04_06_2024";"425";"425";"5";"3163"
"04_06_2024";"426";"426";"5";"7309"
"04_06_2024";"427";"427";"2";"8811"
"04_06_2024";"428";"428";"4";"5114"
"04_06_2024";"429";"429";"9";"5889"
"04_06_2024";"430";"430";"3";"8947"
"04_06_2024";"431";"431";"7";"9447"
"04_06_2024";"432";"432";"3";"9111"
"04_06_2024";"433";"433";"7";"8236"
"04_06_2024";"434";"434";"4";"3012"
"04_06_2024";"435";"435";"6";"7656"
"04_06_2024";"436";"436";"9";"5917"
"04_06_2024";"437";"437";"1";"3811"
"04_06_2024";"438";"438";"10";"1275"
"04_06_2024";"439";"439";"1";"9373"
"04_06_2024";"440";"440";"6";"3878"
"04_06_2024";"441";"441";"9";"2251"
"04_06_2024";"442";"442";"2";"6349"
"04_06_2024";"443";"443";"1";"856"
"04_06_2024";"444";"444";"0";"5065"
"04_06_2024";"445";"445";"2";"996"
"04_06_2024";"446";"446";"5";"6624"
"04_06_2024";"447";"447";"7";"2743"
"04_06_2024";"448";"448";"1";"2407"
"04_06_2024";"449";"449";"6";"7382"
"04_06_2024";"450";"450";"4";"8672"
"04_06_2024";"451";"451";"1";"6987"
"04_06_2024";"452";"452";"3";"9922"
"04_06_2024";"453";"453";"2";"3494"
"04_06_2024";"454";"454";"2";"7074"
"04_06_2024";"455";"455";"7";"9823"
"04_06_2024";"456";"456";"8";"814"
"04_06_2024";"457";"457";"6";"8361"
"04_06_2024";"458";"458";"1";"1667"
"04_06_2024";"459";"459";"3";"4515"
"04_06_2024";"460";"460";"5";"9071"
"04_06_2024";"461";"461";"1";"9655"
"04_06_2024";"462";"462";"10";"9040"
"04_06_2024";"463";"463";"0";"7388"
"04_06_2024";"464";"464";"1";"2784"
"04_06_2024";"465";"465";"8";"5605"
"04_06_2024";"466";"466";"1";"7353"
"04_06_2024";"467";"467";"0";"6154"
"04_06_2024";"468";"468";"1";"487"
"04_06_2024";"469";"469";"9";"9772"
"04_06_2024";"470";"470";"3";"8924"
"04_06_2024";"471";"471";"9";"6655"
"04_06_2024";"472";"472";"5";"7305"
"04_06_2024";"473";"473";"2";"4123"
"04_06_2024";"474";"474";"6";"377"
"04_06_2024";"475";"475";"10";"1285"
"04_06_2024";"476";"476";"1";"5305"
"04_06_2024";"477";"477";"0";"5882"
"04_06_2024";"478";"478";"4";"4123"
"04_06_2024";"479";"479";"2";"1781"
"04_06_2024";"480";"480";"6";"7503"
"04_06_2024";"481";"481";"1";"7997"
"04_06_2024";"482";"482";"7";"3867"
"04_06_2024";"483";"483";"9";"2325"
"04_06_2024";"484";"484";"10";"4924"
"04_06_2024";"485";"485";"0";"6336"
"04_06_2024";"486";"486";"4";"3463"
"04_06_2024";"487";"487";"0";"7294"
"04_06_2024";"488";"488";"3";"4582"
"04_06_2024";"489";"489";"4";"7608"
"04_06_2024";"490";"490";"7";"2812"
"04_06_2024";"491";"491";"7";"4635"
"04_06_2024";"492";"492";"9";"7956"
"04_06_2024";"493";"493";"10";"8489"
"04_06_2024";"494";"494";"3";"6337"
"04_06_2024";"495";"495";"3";"9990"
"04_06_2024";"496";"496";"0";"9883"
"04_06_2024";"497";"497";"8";"2836"
"04_06_2024";"498";"498";"0";"6829"
"04_06_2024";"499";"499";"5";"2829"
"04_06_2024";"500";"500";"4";"261"
"04_06_2024";"501";"501";"4";"4988"
"04_06_2024";"502";"502";"3";"291"
"04_06_2024";"503";"503";"8";"9948"
"04_06_2024";"504";"504";"10";"3868"
"04_06_2024";"505";"505";"6";"3164"
"04_06_2024";"506";"506";"8";"3010"
"04_06_2024";"507";"507";"5";"4450"
"04_06_2024";"508";"508";"9";"676"
"04_06_2024";"509";"509";"2";"989"
"04_06_2024";"510";"510";"7";"1518"
"04_06_2024";"511";"511";"3";"8905"
"04_06_2024";"512";"512";"1";"7259"
"04_06_2024";"513";"513";"5";"5860"
"04_06_2024";"514";"514";"7";"8221"
"04_06_2024";"515";"515";"6";"5309"
"04_06_2024";"516";"516";"1";"4562"
"04_06_2024";"517";"517";"2";"8654"
"04_06_2024";"518";"518";"1";"3256"
"04_06_2024";"519";"519";"3";"8902"
"04_06_2024";"520";"520";"4";"6927"
"04_06_2024";"521";"521";"0";"373"
"04_06_2024";"522";"522";"7";"9113"
"04_06_2024";"523";"523";"0";"4806"
"04_06_2024";"524";"524";"8";"2537"
"04_06_2024";"525";"525";"2";"6205"
"04_06_2024";"526";"526";"9";"7383"
"04_06_2024";"527";"527";"5";"318"
"04_06_2024";"528";"528";"0";"4982"
"04_06_2024";"529";"529";"4";"1892"
"04_06_2024";"530";"530";"6";"3490"
"04_06_2024";"531";"531";"9";"745"
"04_06_2024";"532";"532";"5";"1253"
"04_06_2024";"533";"533";"6";"1944"
"04_06_2024";"534";"534";"9";"8980"
"04_06_2024";"535";"535";"9";"4428"
"04_06_2024";"536";"536";"10";"601"
"04_06_2024";"537";"537";"8";"4578"
"04_06_2024";"538";"538";"7";"9177"
"04_06_2024";"539";"539";"5";"7806"
"04_06_2024";"540";"540";"7";"9677"
"04_06_2024";"541";"541";"1";"4550"
"04_06_2024";"542";"542";"10";"6995"
"04_06_2024";"543";"543";"6";"4619"
"04_06_2024";"544";"544";"7";"3118"
"04_06_2024";"545";"545";"6";"41"
"04_06_2024";"546";"546";"1";"4960"
"04_06_2024";"547";"547";"7";"3032"
"04_06_2024";"548";"548";"5";"7547"
"04_06_2024";"549";"549";"3";"5115"
"04_06_2024";"550";"550";"0";"8330"
"04_06_2024";"551";"551";"8";"7784"
"04_06_2024";"552";"552";"1";"9292"
"04_06_2024";"553";"553";"8";"6572"
"04_06_2024";"554";"554";"1";"3673"
"04_06_2024";"555";"555";"9";"6921"
"04_06_2024";"556";"556";"7";"9344"
"04_06_2024";"557";"557";"8";"7792"
"04_06_2024";"558";"558";"1";"5465"
"04_06_2024";"559";"559";"3";"3790"
"04_06_2024";"560";"560";"1";"3796"
"04_06_2024";"561";"561";"2";"1674"
"04_06_2024";"562";"562";"7";"9944"
"04_06_2024";"563";"563";"2";"3383"
"04_06_2024";"564";"564";"10";"6567"
"04_06_2024";"565";"565";"1";"4254"
"04_06_2024";"566";"566";"6";"5001"
"04_06_2024";"567";"567";"9";"299"
"04_06_2024";"568";"568";"10";"3720"
"04_06_2024";"569";"569";"7";"3218"
"04_06_2024";"570";"570";"3";"8895"
"04_06_2024";"571";"571";"6";"6909"
"04_06_2024";"572";"572";"5";"9059"
"04_06_2024";"573";"573";"3";"6173"
"04_06_2024";"574";"574";"9";"6909"
"04_06_2024";"575";"575";"0";"2563"
"04_06_2024";"576";"576";"3";"5707"
"04_06_2024";"577";"577";"10";"1641"
"04_06_2024";"578";"578";"3";"7380"
"04_06_2024";"579";"579";"9";"3979"
"04_06_2024";"580";"580";"5";"703"
"04_06_2024";"581";"581";"4";"2731"
"04_06_2024";"582";"582";"5";"4982"
"04_06_2024";"583";"583";"8";"7996"
"04_06_2024";"584";"584";"0";"9589"
"04_06_2024";"585";"585";"6";"4317"
"04_06_2024";"586";"586";"9";"4932"
"04_06_2024";"587";"587";"9";"563"
"04_06_2024";"588";"588";"3";"3157"
"04_06_2024";"589";"589";"0";"7178"
"04_06_2024";"590";"590";"10";"1954"
"04_06_2024";"591";"591";"7";"5314"
"04_06_2024";"592";"592";"9";"7986"
"04_06_2024";"593";"593";"9";"7810"
"04_06_2024";"594";"594";"10";"4768"
"04_06_2024";"595";"595";"3";"9783"
"04_06_2024";"596";"596";"5";"210"
"04_06_2024";"597";"597";"7";"4181"
"04_06_2024";"598";"598";"1";"7122"
"04_06_2024";"599";"599";"8";"7375"
"04_06_2024";"600";"600";"7";"644"
"04_06_2024";"601";"601";"1";"6177"
"04_06_2024";"602";"602";"10";"6705"
"04_06_2024";"603";"603";"0";"284"
"04_06_2024";"604";"604";"6";"1491"
"04_06_2024";"605";"605";"3";"2465"
"04_06_2024";"606";"606";"6";"7442"
"04_06_2024";"607";"607";"10";"3700"
"04_06_2024";"608";"608";"5";"2261"
"04_06_2024";"609";"609";"9";"4033"
"04_06_2024";"610";"610";"6";"6833"
"04_06_2024";"611";"611";"2";"8307"
"04_06_2024";"612";"612";"5";"4573"
"04_06_2024";"613";"613";"8";"8190"
"04_06_2024";"614";"614";"8";"6088"
"04_06_2024";"615";"615";"1";"5530"
"04_06_2024";"616";"616";"8";"9046"
"04_06_2024";"617";"617";"10";"5706"
"04_06_2024";"618";"618";"9";"9046"
"04_06_2024";"619";"619";"8";"4312"
"04_06_2024";"620";"620";"10";"5787"
"04_06_2024";"621";"621";"5";"5676"
"04_06_2024";"622";"622";"2";"3228"
"04_06_2024";"623";"623";"1";"1050"
"04_06_2024";"624";"624";"10";"9558"
"04_06_2024";"625";"625";"5";"3072"
"04_06_2024";"626";"626";"8";"7099"
"04_06_2024";"627";"627";"6";"644"
"04_06_2024";"628";"628";"6";"2322"
"04_06_2024";"629";"629";"4";"1505"
"04_06_2024";"630";"630";"3";"4942"
"04_06_2024";"631";"631";"2";"7920"
"04_06_2024";"632";"632";"3";"5075"
"04_06_2024";"633";"633";"8";"953"
"04_06_2024";"634";"634";"10";"9516"
"04_06_2024";"635";"635";"4";"1097"
"04_06_2024";"636";"636";"9";"5769"
"04_06_2024";"637";"637";"8";"2570"
