"name";"price";"manafacture_ID"
"613";"695";"613"
"614";"184";"614"
"615";"663";"615"
"616";"867";"616"
"617";"1459";"617"
"618";"1028";"618"
"619";"524";"619"
"620";"1553";"620"
"621";"1910";"621"
"622";"1820";"622"
"623";"933";"623"
"624";"1320";"624"
"625";"1452";"625"
"626";"509";"626"
"627";"162";"627"
"628";"1322";"628"
"629";"1194";"629"
"630";"17";"630"
"631";"994";"631"
"632";"1004";"632"
"633";"1974";"633"
"634";"1057";"634"
"635";"358";"635"
"636";"26";"636"
"637";"485";"637"
"638";"766";"638"
"639";"436";"639"
"640";"1522";"640"
"641";"557";"641"
"642";"240";"642"
"643";"1790";"643"
"644";"683";"644"
"645";"981";"645"
"646";"76";"646"
"647";"1740";"647"
"648";"917";"648"
"649";"1648";"649"
"650";"1812";"650"
"651";"885";"651"
"652";"1375";"652"
"653";"96";"653"
"654";"1625";"654"
"655";"1400";"655"
"656";"894";"656"
"657";"1711";"657"
"658";"1478";"658"
"659";"432";"659"
"660";"748";"660"
"661";"1542";"661"
"662";"335";"662"
"663";"984";"663"
"664";"533";"664"
"665";"1038";"665"
"666";"1654";"666"
"667";"502";"667"
"668";"1890";"668"
"669";"533";"669"
"670";"829";"670"
"671";"285";"671"
"672";"1406";"672"
"673";"1985";"673"
"674";"731";"674"
"675";"342";"675"
"676";"131";"676"
"677";"900";"677"
"678";"1166";"678"
"679";"981";"679"
"680";"421";"680"
"681";"1516";"681"
"682";"122";"682"
"683";"1322";"683"
"684";"684";"684"
"685";"1643";"685"
"686";"1721";"686"
"687";"1937";"687"
"688";"1866";"688"
"689";"637";"689"
"690";"1514";"690"
"691";"1684";"691"
"692";"1602";"692"
"693";"1";"693"
"694";"400";"694"
"695";"146";"695"
"696";"486";"696"
"697";"753";"697"
"698";"1658";"698"
"699";"759";"699"
"700";"1974";"700"
"701";"1601";"701"
"702";"714";"702"
"703";"1908";"703"
"704";"881";"704"
"705";"197";"705"
"706";"578";"706"
"707";"1318";"707"
"708";"1269";"708"
"709";"1876";"709"
"710";"600";"710"
"711";"34";"711"
"712";"1639";"712"
"713";"1423";"713"
"714";"1349";"714"
"715";"1188";"715"
"716";"1816";"716"
"717";"1261";"717"
"718";"1212";"718"
"719";"1250";"719"
"720";"796";"720"
"721";"705";"721"
"722";"1977";"722"
"723";"634";"723"
"724";"1755";"724"
"725";"1874";"725"
"726";"75";"726"
"727";"238";"727"
"728";"839";"728"
"729";"355";"729"
"730";"798";"730"
"731";"1751";"731"
"732";"1766";"732"
"733";"279";"733"
"734";"1880";"734"
"735";"1152";"735"
"736";"1182";"736"
"737";"1164";"737"
"738";"1481";"738"
"739";"1715";"739"
"740";"55";"740"
"741";"1053";"741"
"742";"779";"742"
"743";"559";"743"
"744";"761";"744"
"745";"1429";"745"
"746";"591";"746"
"747";"984";"747"
"748";"1019";"748"
"749";"94";"749"
"750";"1525";"750"
"751";"885";"751"
"752";"1474";"752"
"753";"906";"753"
"754";"1402";"754"
"755";"1412";"755"
"756";"1981";"756"
"757";"1524";"757"
"758";"1063";"758"
"759";"93";"759"
"760";"124";"760"
"761";"1619";"761"
"762";"1788";"762"
"763";"1730";"763"
"764";"1197";"764"
"765";"600";"765"
"766";"310";"766"
"767";"1582";"767"
"768";"677";"768"
"769";"1341";"769"
"770";"487";"770"
"771";"63";"771"
"772";"998";"772"
"773";"857";"773"
"774";"1226";"774"
"775";"1368";"775"
"776";"477";"776"
"777";"213";"777"
"778";"271";"778"
"779";"1963";"779"
"780";"1793";"780"
"781";"501";"781"
"782";"314";"782"
"783";"1594";"783"
"784";"1902";"784"
"785";"1044";"785"
"786";"916";"786"
"787";"1182";"787"
"788";"663";"788"
"789";"427";"789"
"790";"402";"790"
"791";"947";"791"
"792";"828";"792"
"793";"415";"793"
"794";"1575";"794"
"795";"854";"795"
"796";"1729";"796"
"797";"1991";"797"
"798";"1281";"798"
"799";"581";"799"
"800";"1658";"800"
"801";"329";"801"
"802";"1122";"802"
"803";"404";"803"
"804";"1109";"804"
"805";"478";"805"
"806";"1776";"806"
"807";"342";"807"
"808";"797";"808"
"809";"264";"809"
"810";"940";"810"
"811";"311";"811"
"812";"940";"812"
"813";"1306";"813"
"814";"624";"814"
"815";"1408";"815"
"816";"687";"816"
"817";"1603";"817"
"818";"754";"818"
"819";"804";"819"
"820";"506";"820"
"821";"362";"821"
"822";"936";"822"
"823";"1665";"823"
"824";"1043";"824"
"825";"1008";"825"
"826";"1938";"826"
"827";"1254";"827"
"828";"540";"828"
"829";"389";"829"
"830";"1361";"830"
"831";"755";"831"
"832";"1541";"832"
"833";"1362";"833"
"834";"1634";"834"
"835";"972";"835"
"836";"12";"836"
"837";"348";"837"
"838";"802";"838"
"839";"705";"839"
"840";"1069";"840"
"841";"117";"841"
"842";"1483";"842"
"843";"1202";"843"
"844";"1889";"844"
"845";"1758";"845"
"846";"1510";"846"
"847";"525";"847"
"848";"1109";"848"
"849";"864";"849"
"850";"655";"850"
"851";"1892";"851"
"852";"1215";"852"
"853";"1937";"853"
"854";"548";"854"
"855";"1397";"855"
"856";"456";"856"
"857";"875";"857"
"858";"1881";"858"
"859";"1767";"859"
"860";"1474";"860"
"861";"1388";"861"
"862";"1918";"862"
"863";"1437";"863"
"864";"4";"864"
"865";"394";"865"
"866";"163";"866"
"867";"1323";"867"
"868";"1205";"868"
"869";"1174";"869"
"870";"1864";"870"
"871";"1638";"871"
"872";"23";"872"
"873";"871";"873"
"874";"581";"874"
"875";"869";"875"
"876";"880";"876"
"877";"44";"877"
"878";"1511";"878"
"879";"950";"879"
"880";"320";"880"
"881";"158";"881"
"882";"1151";"882"
"883";"1765";"883"
"884";"1147";"884"
"885";"1907";"885"
"886";"1340";"886"
"887";"308";"887"
"888";"827";"888"
"889";"756";"889"
"890";"1488";"890"
"891";"45";"891"
"892";"305";"892"
"893";"1031";"893"
"894";"186";"894"
"895";"471";"895"
"896";"925";"896"
"897";"1104";"897"
"898";"1049";"898"
"899";"1336";"899"
"900";"1188";"900"
"901";"1845";"901"
"902";"290";"902"
"903";"1551";"903"
"904";"918";"904"
"905";"588";"905"
"906";"1733";"906"
"907";"1403";"907"
"908";"402";"908"
"909";"1510";"909"
"910";"693";"910"
"911";"1128";"911"
"912";"1460";"912"
"913";"670";"913"
"914";"1691";"914"
"915";"1565";"915"
"916";"1638";"916"
"917";"153";"917"
"918";"565";"918"
"919";"977";"919"
"920";"1127";"920"
"921";"943";"921"
"922";"1447";"922"
"923";"853";"923"
"924";"758";"924"
"925";"1090";"925"
"926";"768";"926"
"927";"1514";"927"
"928";"1859";"928"
"929";"739";"929"
"930";"1568";"930"
"931";"1638";"931"
"932";"207";"932"
"933";"536";"933"
"934";"1280";"934"
"935";"1526";"935"
"936";"90";"936"
"937";"434";"937"
"938";"1248";"938"
"939";"1638";"939"
"940";"1192";"940"
"941";"1214";"941"
"942";"1255";"942"
"943";"1242";"943"
"944";"982";"944"
"945";"567";"945"
"946";"1476";"946"
"947";"867";"947"
"948";"1795";"948"
"949";"1557";"949"
"950";"1273";"950"
"951";"346";"951"
"952";"1336";"952"
"953";"1562";"953"
"954";"340";"954"
"955";"1212";"955"
"956";"1522";"956"
"957";"100";"957"
"958";"410";"958"
"959";"1250";"959"
"960";"1130";"960"
"961";"1366";"961"
"962";"539";"962"
"963";"466";"963"
"964";"395";"964"
"965";"832";"965"
"966";"480";"966"
"967";"952";"967"
"968";"1888";"968"
"969";"1602";"969"
"970";"1228";"970"
"971";"47";"971"
"972";"14";"972"
"973";"1155";"973"
"974";"1255";"974"
"975";"1217";"975"
"976";"1854";"976"
"977";"774";"977"
"978";"1921";"978"
"979";"430";"979"
"980";"1669";"980"
"981";"1665";"981"
"982";"1974";"982"
"983";"158";"983"
"984";"1713";"984"
"985";"711";"985"
"986";"325";"986"
"987";"870";"987"
"988";"1053";"988"
"989";"1795";"989"
"990";"345";"990"
"991";"520";"991"
"992";"1706";"992"
"993";"288";"993"
"994";"1936";"994"
"995";"1901";"995"
"996";"972";"996"
"997";"1759";"997"
"998";"1164";"998"
"999";"1163";"999"
"1000";"917";"1000"
"1001";"1940";"1001"
"1002";"515";"1002"
"1003";"441";"1003"
"1004";"1578";"1004"
"1005";"208";"1005"
"1006";"1500";"1006"
"1007";"1689";"1007"
"1008";"1798";"1008"
"1009";"265";"1009"
"1010";"1259";"1010"
"1011";"1962";"1011"
"1012";"1296";"1012"
"1013";"1118";"1013"
"1014";"1305";"1014"
"1015";"1647";"1015"
"1016";"1801";"1016"
"1017";"913";"1017"
"1018";"1989";"1018"
"1019";"420";"1019"
"1020";"454";"1020"
"1021";"513";"1021"
"1022";"1761";"1022"
"1023";"1366";"1023"
"1024";"1598";"1024"
"1025";"1998";"1025"
"1026";"536";"1026"
"1027";"1285";"1027"
"1028";"753";"1028"
"1029";"1611";"1029"
"1030";"1252";"1030"
"1031";"1145";"1031"
"1032";"1187";"1032"
"1033";"1582";"1033"
"1034";"1481";"1034"
"1035";"69";"1035"
"1036";"1791";"1036"
"1037";"376";"1037"
"1038";"1763";"1038"
"1039";"593";"1039"
"1040";"1335";"1040"
"1041";"1800";"1041"
"1042";"1447";"1042"
"1043";"1332";"1043"
"1044";"868";"1044"
"1045";"427";"1045"
"1046";"847";"1046"
"1047";"440";"1047"
"1048";"975";"1048"
"1049";"1290";"1049"
"1050";"1440";"1050"
"1051";"1138";"1051"
"1052";"379";"1052"
"1053";"929";"1053"
"1054";"426";"1054"
"1055";"381";"1055"
"1056";"365";"1056"
"1057";"1338";"1057"
"1058";"793";"1058"
"1059";"1275";"1059"
"1060";"1350";"1060"
"1061";"1808";"1061"
"1062";"1616";"1062"
"1063";"420";"1063"
"1064";"662";"1064"
"1065";"1718";"1065"
"1066";"471";"1066"
"1067";"1859";"1067"
"1068";"1852";"1068"
"1069";"303";"1069"
"1070";"1618";"1070"
"1071";"1188";"1071"
"1072";"1616";"1072"
"1073";"1577";"1073"
"1074";"1890";"1074"
"1075";"1742";"1075"
"1076";"216";"1076"
"1077";"426";"1077"
"1078";"224";"1078"
"1079";"1398";"1079"
"1080";"1397";"1080"
"1081";"1617";"1081"
"1082";"1022";"1082"
"1083";"151";"1083"
"1084";"691";"1084"
"1085";"1980";"1085"
"1086";"1660";"1086"
"1087";"1907";"1087"
"1088";"1745";"1088"
"1089";"1618";"1089"
"1090";"203";"1090"
"1091";"1547";"1091"
"1092";"189";"1092"
"1093";"1365";"1093"
"1094";"1700";"1094"
"1095";"1853";"1095"
"1096";"184";"1096"
"1097";"1279";"1097"
"1098";"1612";"1098"
"1099";"830";"1099"
"1100";"693";"1100"
"1101";"1412";"1101"
"1102";"1190";"1102"
"1103";"1194";"1103"
"1104";"1778";"1104"
"1105";"467";"1105"
"1106";"916";"1106"
"1107";"231";"1107"
"1108";"435";"1108"
"1109";"812";"1109"
"1110";"1012";"1110"
"1111";"896";"1111"
"1112";"1704";"1112"
"1113";"1579";"1113"
"1114";"477";"1114"
"1115";"109";"1115"
"1116";"1659";"1116"
"1117";"165";"1117"
"1118";"1941";"1118"
"1119";"269";"1119"
"1120";"673";"1120"
"1121";"446";"1121"
"1122";"805";"1122"
"1123";"1593";"1123"
"1124";"1186";"1124"
"1125";"1068";"1125"
"1126";"1948";"1126"
"1127";"623";"1127"
"1128";"1684";"1128"
"1129";"1201";"1129"
"1130";"253";"1130"
"1131";"364";"1131"
"1132";"1693";"1132"
"1133";"1386";"1133"
"1134";"553";"1134"
"1135";"1873";"1135"
"1136";"1620";"1136"
"1137";"978";"1137"
"1138";"902";"1138"
"1139";"1421";"1139"
"1140";"131";"1140"
"1141";"371";"1141"
"1142";"269";"1142"
"1143";"831";"1143"
"1144";"298";"1144"
"1145";"62";"1145"
"1146";"691";"1146"
"1147";"1196";"1147"
"1148";"1691";"1148"
"1149";"1513";"1149"
"1150";"309";"1150"
"1151";"787";"1151"
"1152";"1524";"1152"
"1153";"669";"1153"
"1154";"976";"1154"
"1155";"606";"1155"
"1156";"49";"1156"
"1157";"203";"1157"
"1158";"1797";"1158"
"1159";"124";"1159"
"1160";"1513";"1160"
"1161";"1749";"1161"
"1162";"414";"1162"
"1163";"260";"1163"
"1164";"1441";"1164"
"1165";"1343";"1165"
"1166";"1442";"1166"
"1167";"1532";"1167"
"1168";"172";"1168"
"1169";"1976";"1169"
"1170";"1318";"1170"
"1171";"1808";"1171"
"1172";"758";"1172"
"1173";"333";"1173"
"1174";"543";"1174"
"1175";"1838";"1175"
"1176";"844";"1176"
"1177";"393";"1177"
"1178";"1666";"1178"
"1179";"898";"1179"
"1180";"1380";"1180"
"1181";"1886";"1181"
"1182";"1362";"1182"
"1183";"706";"1183"
"1184";"950";"1184"
"1185";"1261";"1185"
"1186";"343";"1186"
"1187";"147";"1187"
"1188";"1505";"1188"
"1189";"1661";"1189"
"1190";"1663";"1190"
"1191";"517";"1191"
"1192";"1448";"1192"
"1193";"222";"1193"
"1194";"189";"1194"
"1195";"294";"1195"
"1196";"1673";"1196"
"1197";"4";"1197"
"1198";"200";"1198"
"1199";"322";"1199"
"1200";"6";"1200"
"1201";"716";"1201"
"1202";"673";"1202"
"1203";"1876";"1203"
"1204";"452";"1204"
"1205";"912";"1205"
"1206";"1602";"1206"
"1207";"1883";"1207"
"1208";"727";"1208"
"1209";"1469";"1209"
"1210";"956";"1210"
"1211";"153";"1211"
"1212";"1075";"1212"
"1213";"1569";"1213"
"1214";"1102";"1214"
"1215";"1617";"1215"
"1216";"1698";"1216"
"1217";"1426";"1217"
"1218";"1914";"1218"
"1219";"1767";"1219"
"1220";"193";"1220"
"1221";"1761";"1221"
"1222";"487";"1222"
"1223";"984";"1223"
"1224";"948";"1224"
"1225";"318";"1225"
"1226";"1107";"1226"
"1227";"1769";"1227"
"1228";"1862";"1228"
"1229";"342";"1229"
"1230";"1196";"1230"
"1231";"1098";"1231"
"1232";"505";"1232"
"1233";"1051";"1233"
"1234";"841";"1234"
"1235";"1219";"1235"
"1236";"1244";"1236"
"1237";"776";"1237"
"1238";"510";"1238"
"1239";"1562";"1239"
"1240";"1465";"1240"
"1241";"765";"1241"
"1242";"1033";"1242"
"1243";"538";"1243"
"1244";"1426";"1244"
"1245";"346";"1245"
"1246";"905";"1246"
"1247";"1260";"1247"
"1248";"1034";"1248"
"1249";"668";"1249"
"1250";"1452";"1250"
"1251";"206";"1251"
"1252";"519";"1252"
"1253";"1877";"1253"
"1254";"177";"1254"
"1255";"911";"1255"
"1256";"1100";"1256"
"1257";"527";"1257"
"1258";"678";"1258"
"1259";"1957";"1259"
"1260";"806";"1260"
"1261";"753";"1261"
"1262";"813";"1262"
"1263";"1054";"1263"
"1264";"36";"1264"
"1265";"1508";"1265"
"1266";"932";"1266"
"1267";"1137";"1267"
"1268";"1552";"1268"
"1269";"1984";"1269"
"1270";"188";"1270"
"1271";"1617";"1271"
"1272";"23";"1272"
"1273";"606";"1273"
"1274";"630";"1274"
"1275";"289";"1275"
