name;capacity;storage_conditions_ID
608;608;9
609;609;7
610;610;1
611;611;2
612;612;4
613;613;7
614;614;7
615;615;9
616;616;10
617;617;8
618;618;5
619;619;9
620;620;9
621;621;1
622;622;6
623;623;3
624;624;5
625;625;3
626;626;7
627;627;1
628;628;10
629;629;10
630;630;7
631;631;2
632;632;2
633;633;10
634;634;2
635;635;5
636;636;6
637;637;7
638;638;2
639;639;6
640;640;6
641;641;10
642;642;10
643;643;3
644;644;9
645;645;5
646;646;9
647;647;8
648;648;8
649;649;0
650;650;1
651;651;8
652;652;7
653;653;3
654;654;1
655;655;8
656;656;5
657;657;10
658;658;0
659;659;7
660;660;9
661;661;9
662;662;10
663;663;9
664;664;4
665;665;6
666;666;4
667;667;5
668;668;3
669;669;6
670;670;0
671;671;2
672;672;2
673;673;9
674;674;6
675;675;2
676;676;5
677;677;9
678;678;8
679;679;2
680;680;5
681;681;0
682;682;4
683;683;5
684;684;2
685;685;7
686;686;3
687;687;5
688;688;10
689;689;5
690;690;0
691;691;2
692;692;3
693;693;7
694;694;2
695;695;1
696;696;8
697;697;8
698;698;7
699;699;0
700;700;4
701;701;2
702;702;4
703;703;10
704;704;5
705;705;3
706;706;7
707;707;1
708;708;2
709;709;8
710;710;10
711;711;2
712;712;6
713;713;1
714;714;2
715;715;9
716;716;9
717;717;10
718;718;6
719;719;6
720;720;7
721;721;0
722;722;9
723;723;5
724;724;0
725;725;6
726;726;8
727;727;9
728;728;1
729;729;9
730;730;1
731;731;6
732;732;8
733;733;6
734;734;10
735;735;9
736;736;0
737;737;0
738;738;1
739;739;7
740;740;7
741;741;10
742;742;0
743;743;5
744;744;6
745;745;0
746;746;0
747;747;8
748;748;8
749;749;5
750;750;7
751;751;6
752;752;4
753;753;4
754;754;0
755;755;6
756;756;5
757;757;6
758;758;6
759;759;7
760;760;1
761;761;4
762;762;1
763;763;7
764;764;2
765;765;5
766;766;1
767;767;8
768;768;4
769;769;6
770;770;9
771;771;8
772;772;6
773;773;0
774;774;6
775;775;8
776;776;4
777;777;10
778;778;8
779;779;8
780;780;3
781;781;0
782;782;5
783;783;5
784;784;6
785;785;2
786;786;7
787;787;0
788;788;3
789;789;8
790;790;10
791;791;3
792;792;7
793;793;9
794;794;0
795;795;2
796;796;7
797;797;9
798;798;4
799;799;0
800;800;4
801;801;6
802;802;6
803;803;8
804;804;10
805;805;2
806;806;5
807;807;9
808;808;10
809;809;4
810;810;10
811;811;9
812;812;0
813;813;8
814;814;8
815;815;6
816;816;4
817;817;5
818;818;10
819;819;7
820;820;5
821;821;8
822;822;5
823;823;10
824;824;2
825;825;1
826;826;10
827;827;7
828;828;8
829;829;4
830;830;2
831;831;1
832;832;2
833;833;4
834;834;7
835;835;5
836;836;9
837;837;1
838;838;6
839;839;10
840;840;6
841;841;1
842;842;5
843;843;6
844;844;0
845;845;9
846;846;4
847;847;5
848;848;4
849;849;6
850;850;10
851;851;3
852;852;9
853;853;1
854;854;10
855;855;7
856;856;3
857;857;9
858;858;10
859;859;4
860;860;3
861;861;2
862;862;9
863;863;5
864;864;2
865;865;10
866;866;8
867;867;6
868;868;9
869;869;7
870;870;0
871;871;4
872;872;2
873;873;6
874;874;4
875;875;7
876;876;8
877;877;5
878;878;7
879;879;6
880;880;7
881;881;0
882;882;1
883;883;7
884;884;5
885;885;2
886;886;7
887;887;5
888;888;10
889;889;0
890;890;5
891;891;8
892;892;5
893;893;6
894;894;7
895;895;4
896;896;5
897;897;4
898;898;9
899;899;9
900;900;8
901;901;5
902;902;9
903;903;4
904;904;8
905;905;0
906;906;0
907;907;9
908;908;3
909;909;4
910;910;2
911;911;8
912;912;0
913;913;6
914;914;9
915;915;0
916;916;6
917;917;8
918;918;6
919;919;7
920;920;9
921;921;8
922;922;0
923;923;7
924;924;6
925;925;7
926;926;4
927;927;9
928;928;9
929;929;0
930;930;1
931;931;6
932;932;8
933;933;5
934;934;2
935;935;8
936;936;2
937;937;1
938;938;9
939;939;5
940;940;9
941;941;3
942;942;6
943;943;0
944;944;0
945;945;7
946;946;2
947;947;2
948;948;4
949;949;5
950;950;1
951;951;6
952;952;2
953;953;0
954;954;2
955;955;6
956;956;10
957;957;9
958;958;3
959;959;8
960;960;7
961;961;1
962;962;4
963;963;2
964;964;5
965;965;5
966;966;8
967;967;5
968;968;7
969;969;5
970;970;2
971;971;2
972;972;2
973;973;1
974;974;5
975;975;8
976;976;1
977;977;7
978;978;1
979;979;4
980;980;8
981;981;10
982;982;4
983;983;0
984;984;2
985;985;4
986;986;0
987;987;4
988;988;3
989;989;1
990;990;8
991;991;0
992;992;3
993;993;7
994;994;6
995;995;1
996;996;2
997;997;7
998;998;0
999;999;3
1000;1000;6
1001;1001;8
1002;1002;7
1003;1003;10
1004;1004;3
1005;1005;2
1006;1006;0
1007;1007;5
1008;1008;1
1009;1009;10
1010;1010;3
1011;1011;3
1012;1012;0
1013;1013;3
1014;1014;0
1015;1015;8
1016;1016;5
1017;1017;2
1018;1018;5
1019;1019;1
1020;1020;2
1021;1021;8
1022;1022;6
1023;1023;5
1024;1024;8
1025;1025;4
1026;1026;10
1027;1027;6
1028;1028;3
1029;1029;1
1030;1030;2
1031;1031;8
1032;1032;7
1033;1033;2
1034;1034;5
1035;1035;1
1036;1036;5
1037;1037;6
1038;1038;3
1039;1039;0
1040;1040;6
1041;1041;1
1042;1042;0
1043;1043;2
1044;1044;10
1045;1045;9
1046;1046;7
1047;1047;9
1048;1048;3
1049;1049;2
1050;1050;6
1051;1051;9
1052;1052;3
1053;1053;2
1054;1054;9
1055;1055;3
1056;1056;0
1057;1057;5
1058;1058;2
1059;1059;2
1060;1060;5
1061;1061;1
1062;1062;0
1063;1063;3
1064;1064;2
1065;1065;5
1066;1066;0
1067;1067;4
1068;1068;2
1069;1069;1
1070;1070;9
1071;1071;8
1072;1072;4
1073;1073;1
1074;1074;4
1075;1075;10
1076;1076;5
1077;1077;4
1078;1078;9
1079;1079;1
1080;1080;10
1081;1081;8
1082;1082;1
1083;1083;10
1084;1084;10
1085;1085;7
1086;1086;1
1087;1087;3
1088;1088;8
1089;1089;10
1090;1090;1
1091;1091;0
1092;1092;4
1093;1093;2
1094;1094;10
1095;1095;7
1096;1096;0
1097;1097;8
1098;1098;10
1099;1099;1
1100;1100;4
1101;1101;3
1102;1102;4
1103;1103;2
1104;1104;5
1105;1105;5
1106;1106;10
1107;1107;0
1108;1108;5
1109;1109;2
1110;1110;1
1111;1111;6
1112;1112;9
1113;1113;7
1114;1114;3
1115;1115;2
1116;1116;5
1117;1117;2
1118;1118;4
1119;1119;3
1120;1120;7
1121;1121;2
1122;1122;10
1123;1123;6
1124;1124;3
1125;1125;10
1126;1126;8
1127;1127;10
1128;1128;3
1129;1129;0
1130;1130;10
1131;1131;1
1132;1132;10
1133;1133;3
1134;1134;1
1135;1135;5
1136;1136;7
1137;1137;9
1138;1138;10
1139;1139;1
1140;1140;9
1141;1141;3
1142;1142;8
1143;1143;8
1144;1144;7
1145;1145;3
1146;1146;6
1147;1147;0
1148;1148;10
1149;1149;8
1150;1150;7
1151;1151;10
1152;1152;7
1153;1153;8
1154;1154;5
1155;1155;10
1156;1156;6
1157;1157;4
1158;1158;6
1159;1159;0
1160;1160;5
1161;1161;4
1162;1162;9
1163;1163;9
1164;1164;3
1165;1165;0
1166;1166;9
1167;1167;5
1168;1168;1
1169;1169;8
1170;1170;10
1171;1171;6
1172;1172;9
1173;1173;6
1174;1174;1
1175;1175;10
1176;1176;9
1177;1177;2
1178;1178;7
1179;1179;6
1180;1180;8
1181;1181;0
1182;1182;1
1183;1183;3
1184;1184;7
1185;1185;1
1186;1186;10
1187;1187;0
1188;1188;8
1189;1189;6
1190;1190;1
1191;1191;8
1192;1192;6
1193;1193;2
1194;1194;5
1195;1195;1
1196;1196;2
1197;1197;3
1198;1198;0
1199;1199;2
1200;1200;3
1201;1201;1
1202;1202;4
1203;1203;1
1204;1204;6
1205;1205;4
1206;1206;9
1207;1207;1
1208;1208;3
1209;1209;10
1210;1210;1
1211;1211;5
1212;1212;9
1213;1213;9
1214;1214;9
1215;1215;10
1216;1216;2
1217;1217;8
1218;1218;0
1219;1219;5
1220;1220;0
1221;1221;2
1222;1222;2
1223;1223;8
1224;1224;1
1225;1225;1
1226;1226;1
1227;1227;8
1228;1228;4
1229;1229;0
1230;1230;8
1231;1231;2
1232;1232;3
1233;1233;5
1234;1234;0
1235;1235;0
1236;1236;6
1237;1237;4
1238;1238;8
1239;1239;0
1240;1240;10
1241;1241;4
1242;1242;2
1243;1243;0
1244;1244;0
1245;1245;4
1246;1246;7
1247;1247;10
1248;1248;5
1249;1249;9
1250;1250;5
1251;1251;9
1252;1252;3
1253;1253;10
1254;1254;3
1255;1255;1
1256;1256;8
1257;1257;10
1258;1258;5
1259;1259;3
1260;1260;6
1261;1261;0
1262;1262;5
1263;1263;0
1264;1264;2
1265;1265;4
1266;1266;6
1267;1267;1
1268;1268;4
1269;1269;5
1270;1270;0
1271;1271;5
1272;1272;5
1273;1273;9
1274;1274;0
1275;1275;5
1276;1276;1
1277;1277;1
1278;1278;4
1279;1279;6
1280;1280;10
1281;1281;2
1282;1282;6
1283;1283;6
1284;1284;3
1285;1285;2
1286;1286;2
1287;1287;10
1288;1288;8
1289;1289;7
1290;1290;2
1291;1291;9
1292;1292;0
1293;1293;0
1294;1294;5
1295;1295;2
1296;1296;8
1297;1297;6
1298;1298;8
1299;1299;3
1300;1300;9
1301;1301;1
1302;1302;2
1303;1303;3
1304;1304;3
1305;1305;1
1306;1306;4
1307;1307;9
1308;1308;0
1309;1309;9
1310;1310;0
1311;1311;2
1312;1312;10
1313;1313;7
1314;1314;0
1315;1315;2
1316;1316;6
1317;1317;5
1318;1318;5
1319;1319;4
1320;1320;3
1321;1321;9
1322;1322;2
1323;1323;5
1324;1324;10
1325;1325;4
1326;1326;4
1327;1327;3
1328;1328;0
1329;1329;1
1330;1330;5
1331;1331;9
1332;1332;7
1333;1333;9
1334;1334;7
1335;1335;8
1336;1336;2
1337;1337;2
1338;1338;0
1339;1339;7
1340;1340;4
1341;1341;3
1342;1342;3
1343;1343;10
1344;1344;9
1345;1345;7
1346;1346;2
1347;1347;9
1348;1348;5
1349;1349;10
1350;1350;2
1351;1351;3
1352;1352;7
1353;1353;7
1354;1354;2
1355;1355;6
1356;1356;9
1357;1357;4
1358;1358;8
1359;1359;4
1360;1360;9
1361;1361;7
1362;1362;3
1363;1363;8
1364;1364;3
1365;1365;9
1366;1366;4
1367;1367;0
1368;1368;4
1369;1369;0
1370;1370;0
1371;1371;0
1372;1372;5
1373;1373;8
1374;1374;8
1375;1375;9
1376;1376;6
1377;1377;9
1378;1378;3
1379;1379;7
1380;1380;2
1381;1381;9
1382;1382;6
1383;1383;1
1384;1384;10
1385;1385;7
1386;1386;3
1387;1387;5
1388;1388;1
1389;1389;10
1390;1390;8
1391;1391;9
1392;1392;6
1393;1393;1
1394;1394;0
1395;1395;2
1396;1396;7
1397;1397;3
1398;1398;3
1399;1399;5
1400;1400;10
1401;1401;7
1402;1402;4
1403;1403;7
1404;1404;5
1405;1405;9
1406;1406;3
1407;1407;10
1408;1408;10
1409;1409;3
1410;1410;2
1411;1411;10
1412;1412;9
1413;1413;9
1414;1414;4
1415;1415;6
1416;1416;4
1417;1417;1
1418;1418;7
1419;1419;2
1420;1420;0
1421;1421;1
1422;1422;0
1423;1423;8
1424;1424;7
1425;1425;7
1426;1426;7
1427;1427;3
1428;1428;2
1429;1429;4
1430;1430;4
1431;1431;3
1432;1432;10
1433;1433;7
1434;1434;8
1435;1435;0
1436;1436;7
1437;1437;0
1438;1438;1
1439;1439;0
1440;1440;7
1441;1441;9
1442;1442;4
1443;1443;9
1444;1444;0
1445;1445;4
1446;1446;4
1447;1447;3
1448;1448;10
1449;1449;8
1450;1450;4
1451;1451;7
1452;1452;0
1453;1453;9
1454;1454;2
1455;1455;6
1456;1456;2
1457;1457;6
1458;1458;5
1459;1459;5
1460;1460;3
1461;1461;1
1462;1462;5
1463;1463;3
1464;1464;2
1465;1465;5
1466;1466;4
1467;1467;8
1468;1468;4
1469;1469;10
1470;1470;8
1471;1471;7
1472;1472;9
1473;1473;0
1474;1474;0
1475;1475;5
1476;1476;0
1477;1477;10
1478;1478;1
1479;1479;2
1480;1480;6
1481;1481;8
1482;1482;0
1483;1483;5
1484;1484;4
1485;1485;0
1486;1486;4
1487;1487;1
1488;1488;10
1489;1489;1
1490;1490;4
1491;1491;5
1492;1492;1
1493;1493;3
1494;1494;6
1495;1495;4
1496;1496;6
1497;1497;8
1498;1498;7
1499;1499;8
1500;1500;1
1501;1501;6
1502;1502;10
1503;1503;8
1504;1504;3
1505;1505;0
1506;1506;10
1507;1507;8
1508;1508;5
1509;1509;4
1510;1510;5
1511;1511;5
1512;1512;7
1513;1513;3
1514;1514;4
1515;1515;9
1516;1516;1
1517;1517;2
1518;1518;7
1519;1519;6
1520;1520;3
1521;1521;3
1522;1522;10
1523;1523;10
1524;1524;5
1525;1525;3
1526;1526;7
1527;1527;7
1528;1528;4
1529;1529;10
1530;1530;10
1531;1531;8
1532;1532;2
1533;1533;2
1534;1534;4
1535;1535;0
1536;1536;10
1537;1537;6
1538;1538;10
1539;1539;1
1540;1540;5
1541;1541;1
1542;1542;2
1543;1543;4
1544;1544;9
1545;1545;7
1546;1546;10
1547;1547;4
1548;1548;5
1549;1549;3
1550;1550;0
1551;1551;10
1552;1552;10
1553;1553;3
1554;1554;1
1555;1555;6
1556;1556;2
1557;1557;2
1558;1558;6
1559;1559;9
1560;1560;3
1561;1561;3
1562;1562;8
1563;1563;5
1564;1564;8
1565;1565;9
1566;1566;6
1567;1567;10
1568;1568;5
1569;1569;8
1570;1570;5
1571;1571;4
1572;1572;5
1573;1573;9
1574;1574;3
1575;1575;7
1576;1576;3
1577;1577;4
1578;1578;8
1579;1579;4
1580;1580;4
1581;1581;9
1582;1582;0
1583;1583;3
1584;1584;2
1585;1585;5
1586;1586;1
1587;1587;3
1588;1588;4
1589;1589;9
1590;1590;8
1591;1591;5
1592;1592;0
1593;1593;6
1594;1594;10
1595;1595;8
1596;1596;2
1597;1597;5
1598;1598;10
1599;1599;9
1600;1600;9
1601;1601;8
1602;1602;0
1603;1603;1
1604;1604;10
1605;1605;9
1606;1606;3
1607;1607;4
1608;1608;1
1609;1609;3
1610;1610;9
1611;1611;2
1612;1612;10
1613;1613;8
1614;1614;0
1615;1615;1
1616;1616;0
1617;1617;1
1618;1618;10
1619;1619;10
1620;1620;3
1621;1621;8
1622;1622;9
1623;1623;1
1624;1624;0
1625;1625;3
1626;1626;6
1627;1627;8
1628;1628;1
1629;1629;9
1630;1630;4
1631;1631;4
1632;1632;1
1633;1633;0
1634;1634;6
1635;1635;3
1636;1636;2
1637;1637;0
1638;1638;3
1639;1639;7
1640;1640;3
1641;1641;6
1642;1642;4
1643;1643;2
1644;1644;5
1645;1645;7
1646;1646;0
1647;1647;5
1648;1648;7
1649;1649;0
1650;1650;0
1651;1651;4
1652;1652;2
1653;1653;10
1654;1654;8
1655;1655;7
1656;1656;5
1657;1657;4
1658;1658;4
1659;1659;7
1660;1660;6
1661;1661;7
1662;1662;4
1663;1663;0
1664;1664;0
1665;1665;4
1666;1666;5
1667;1667;2
1668;1668;5
1669;1669;10
1670;1670;1
1671;1671;1
1672;1672;4
1673;1673;10
1674;1674;0
1675;1675;10
1676;1676;0
1677;1677;10
1678;1678;2
1679;1679;3
1680;1680;9
1681;1681;6
1682;1682;9
1683;1683;2
1684;1684;3
1685;1685;9
1686;1686;4
1687;1687;10
1688;1688;6
1689;1689;4
1690;1690;7
1691;1691;4
1692;1692;7
1693;1693;1
1694;1694;7
1695;1695;7
1696;1696;7
1697;1697;4
1698;1698;2
1699;1699;4
1700;1700;9
1701;1701;6
1702;1702;6
1703;1703;5
1704;1704;4
1705;1705;4
1706;1706;1
1707;1707;2
1708;1708;8
1709;1709;8
1710;1710;9
1711;1711;9
1712;1712;5
1713;1713;6
1714;1714;5
1715;1715;8
1716;1716;10
1717;1717;8
1718;1718;3
1719;1719;10
1720;1720;10
1721;1721;10
1722;1722;0
1723;1723;0
1724;1724;9
1725;1725;10
1726;1726;10
1727;1727;3
1728;1728;4
1729;1729;3
1730;1730;2
1731;1731;7
1732;1732;3
1733;1733;2
1734;1734;10
1735;1735;4
1736;1736;8
1737;1737;9
1738;1738;4
1739;1739;0
1740;1740;10
1741;1741;1
1742;1742;9
1743;1743;8
1744;1744;6
1745;1745;3
1746;1746;7
1747;1747;2
1748;1748;1
1749;1749;8
1750;1750;4
1751;1751;1
1752;1752;4
1753;1753;9
1754;1754;5
1755;1755;3
1756;1756;8
1757;1757;7
1758;1758;10
1759;1759;4
1760;1760;1
1761;1761;1
1762;1762;4
1763;1763;9
1764;1764;0
1765;1765;4
1766;1766;8
1767;1767;10
1768;1768;5
1769;1769;10
1770;1770;3
1771;1771;10
1772;1772;2
1773;1773;4
1774;1774;7
1775;1775;3
1776;1776;9
1777;1777;4
1778;1778;6
1779;1779;0
1780;1780;8
1781;1781;9
1782;1782;8
1783;1783;9
1784;1784;1
1785;1785;7
1786;1786;4
1787;1787;7
1788;1788;5
1789;1789;5
1790;1790;8
1791;1791;0
1792;1792;0
1793;1793;8
1794;1794;0
1795;1795;7
1796;1796;10
1797;1797;7
1798;1798;10
1799;1799;7
1800;1800;0
1801;1801;2
1802;1802;2
1803;1803;5
1804;1804;0
1805;1805;10
1806;1806;0
1807;1807;1
1808;1808;5
1809;1809;8
1810;1810;8
1811;1811;7
1812;1812;9
1813;1813;8
1814;1814;4
1815;1815;6
1816;1816;10
1817;1817;3
1818;1818;6
1819;1819;10
1820;1820;7
1821;1821;4
1822;1822;7
1823;1823;8
1824;1824;7
1825;1825;8
1826;1826;1
1827;1827;4
1828;1828;6
1829;1829;5
1830;1830;3
1831;1831;4
1832;1832;1
1833;1833;10
1834;1834;7
1835;1835;1
1836;1836;4
1837;1837;4
1838;1838;4
1839;1839;3
1840;1840;1
1841;1841;8
1842;1842;3
1843;1843;1
1844;1844;1
1845;1845;9
1846;1846;7
1847;1847;9
1848;1848;7
1849;1849;6
1850;1850;5
1851;1851;10
1852;1852;3
1853;1853;10
1854;1854;10
1855;1855;2
1856;1856;10
1857;1857;2
1858;1858;10
1859;1859;10
1860;1860;5
1861;1861;9
1862;1862;2
1863;1863;3
1864;1864;5
1865;1865;4
1866;1866;3
1867;1867;2
1868;1868;9
1869;1869;6
1870;1870;5
1871;1871;3
1872;1872;10
1873;1873;4
1874;1874;8
1875;1875;3
1876;1876;8
1877;1877;6
1878;1878;8
1879;1879;8
1880;1880;5
1881;1881;10
1882;1882;9
1883;1883;7
1884;1884;1
1885;1885;5
1886;1886;9
1887;1887;9
1888;1888;7
1889;1889;7
1890;1890;10
1891;1891;10
1892;1892;4
1893;1893;6
1894;1894;5
1895;1895;0
1896;1896;3
1897;1897;0
1898;1898;2
1899;1899;8
1900;1900;4
1901;1901;5
1902;1902;10
1903;1903;2
1904;1904;9
1905;1905;8
1906;1906;3
1907;1907;1
1908;1908;0
1909;1909;2
1910;1910;10
1911;1911;10
1912;1912;2
1913;1913;10
1914;1914;4
1915;1915;4
1916;1916;1
1917;1917;4
1918;1918;4
1919;1919;2
1920;1920;10
1921;1921;8
1922;1922;0
1923;1923;8
1924;1924;10
1925;1925;6
1926;1926;8
1927;1927;2
1928;1928;3
1929;1929;9
1930;1930;8
1931;1931;3
1932;1932;8
1933;1933;5
1934;1934;2
1935;1935;8
1936;1936;5
1937;1937;6
1938;1938;7
1939;1939;0
1940;1940;1
1941;1941;5
1942;1942;10
1943;1943;2
1944;1944;10
1945;1945;4
1946;1946;1
1947;1947;2
1948;1948;10
1949;1949;0
1950;1950;5
1951;1951;7
1952;1952;9
1953;1953;7
1954;1954;10
1955;1955;7
1956;1956;2
1957;1957;3
1958;1958;2
1959;1959;0
1960;1960;1
1961;1961;10
1962;1962;2
1963;1963;9
1964;1964;2
1965;1965;1
1966;1966;10
1967;1967;8
1968;1968;2
1969;1969;3
1970;1970;5
1971;1971;10
1972;1972;7
1973;1973;3
1974;1974;4
1975;1975;0
1976;1976;3
1977;1977;4
1978;1978;2
1979;1979;4
1980;1980;10
1981;1981;7
1982;1982;7
1983;1983;7
1984;1984;2
1985;1985;3
1986;1986;7
1987;1987;4
1988;1988;6
1989;1989;1
1990;1990;0
1991;1991;8
1992;1992;2
1993;1993;4
1994;1994;6
1995;1995;6
