"order_ID";"menu_item_ID";"quantity"
"218";"218";"7"
"219";"219";"21"
"220";"220";"55"
"221";"221";"70"
"222";"222";"71"
"223";"223";"29"
"224";"224";"40"
"225";"225";"24"
"226";"226";"80"
"227";"227";"49"
"228";"228";"35"
"229";"229";"100"
"230";"230";"100"
"231";"231";"41"
"232";"232";"86"
"233";"233";"39"
"234";"234";"61"
"235";"235";"2"
"236";"236";"25"
"237";"237";"32"
"238";"238";"30"
"239";"239";"14"
"240";"240";"55"
"241";"241";"94"
"242";"242";"15"
"243";"243";"85"
"244";"244";"41"
"245";"245";"66"
"246";"246";"16"
"247";"247";"56"
"248";"248";"20"
"249";"249";"62"
"250";"250";"25"
"251";"251";"14"
"252";"252";"24"
"253";"253";"26"
"254";"254";"48"
"255";"255";"13"
"256";"256";"35"
"257";"257";"4"
"258";"258";"43"
"259";"259";"54"
"260";"260";"17"
"261";"261";"64"
"262";"262";"80"
"263";"263";"40"
"264";"264";"38"
"265";"265";"38"
"266";"266";"68"
"267";"267";"87"
"268";"268";"0"
"269";"269";"29"
"270";"270";"26"
"271";"271";"83"
"272";"272";"20"
"273";"273";"98"
"274";"274";"58"
"275";"275";"77"
"276";"276";"86"
"277";"277";"40"
"278";"278";"48"
"279";"279";"36"
"280";"280";"28"
"281";"281";"50"
"282";"282";"96"
"283";"283";"55"
"284";"284";"45"
"285";"285";"17"
"286";"286";"86"
"287";"287";"39"
"288";"288";"52"
"289";"289";"57"
"290";"290";"20"
"291";"291";"93"
"292";"292";"28"
"293";"293";"89"
"294";"294";"100"
"295";"295";"6"
"296";"296";"59"
"297";"297";"50"
"298";"298";"28"
"299";"299";"33"
"300";"300";"10"
"301";"301";"23"
"302";"302";"41"
"303";"303";"100"
"304";"304";"11"
"305";"305";"22"
"306";"306";"95"
"307";"307";"52"
"308";"308";"33"
"309";"309";"75"
"310";"310";"56"
"311";"311";"70"
"312";"312";"91"
"313";"313";"35"
"314";"314";"22"
"315";"315";"19"
"316";"316";"87"
"317";"317";"78"
"318";"318";"75"
"319";"319";"64"
"320";"320";"96"
"321";"321";"47"
"322";"322";"31"
"323";"323";"48"
"324";"324";"23"
"325";"325";"65"
"326";"326";"87"
"327";"327";"13"
"328";"328";"92"
"329";"329";"19"
"330";"330";"84"
"331";"331";"29"
"332";"332";"56"
"333";"333";"38"
"334";"334";"67"
"335";"335";"54"
"336";"336";"26"
"337";"337";"28"
"338";"338";"66"
"339";"339";"61"
"340";"340";"61"
"341";"341";"66"
"342";"342";"12"
"343";"343";"17"
"344";"344";"33"
"345";"345";"0"
"346";"346";"50"
"347";"347";"8"
"348";"348";"51"
"349";"349";"42"
"350";"350";"10"
"351";"351";"81"
"352";"352";"30"
"353";"353";"80"
"354";"354";"19"
"355";"355";"8"
"356";"356";"31"
"357";"357";"56"
"358";"358";"85"
"359";"359";"15"
"360";"360";"92"
"361";"361";"0"
"362";"362";"69"
"363";"363";"80"
"364";"364";"75"
"365";"365";"24"
"366";"366";"18"
"367";"367";"9"
"368";"368";"8"
"369";"369";"60"
"370";"370";"87"
"371";"371";"5"
"372";"372";"86"
"373";"373";"43"
"374";"374";"98"
"375";"375";"31"
"376";"376";"1"
"377";"377";"32"
"378";"378";"13"
"379";"379";"96"
"380";"380";"83"
"381";"381";"66"
"382";"382";"92"
"383";"383";"42"
"384";"384";"20"
"385";"385";"23"
"386";"386";"12"
"387";"387";"40"
"388";"388";"78"
"389";"389";"87"
"390";"390";"51"
"391";"391";"51"
"392";"392";"9"
"393";"393";"11"
"394";"394";"52"
"395";"395";"2"
"396";"396";"100"
"397";"397";"24"
"398";"398";"52"
"399";"399";"43"
"400";"400";"19"
"401";"401";"3"
"402";"402";"30"
"403";"403";"81"
"404";"404";"34"
"405";"405";"83"
"406";"406";"19"
"407";"407";"29"
"408";"408";"11"
"409";"409";"52"
"410";"410";"11"
"411";"411";"67"
"412";"412";"33"
"413";"413";"53"
"414";"414";"9"
"415";"415";"56"
"416";"416";"88"
"417";"417";"44"
"418";"418";"0"
"419";"419";"60"
"420";"420";"74"
"421";"421";"100"
"422";"422";"98"
"423";"423";"92"
"424";"424";"27"
"425";"425";"10"
"426";"426";"93"
"427";"427";"2"
"428";"428";"65"
"429";"429";"16"
"430";"430";"54"
"431";"431";"30"
"432";"432";"10"
"433";"433";"47"
"434";"434";"24"
"435";"435";"74"
"436";"436";"62"
"437";"437";"92"
"438";"438";"59"
"439";"439";"55"
"440";"440";"12"
"441";"441";"14"
"442";"442";"16"
"443";"443";"64"
"444";"444";"8"
"445";"445";"0"
"446";"446";"75"
"447";"447";"37"
"448";"448";"3"
"449";"449";"77"
"450";"450";"9"
"451";"451";"40"
"452";"452";"80"
"453";"453";"48"
"454";"454";"66"
"455";"455";"67"
"456";"456";"14"
"457";"457";"79"
"458";"458";"18"
"459";"459";"18"
"460";"460";"99"
"461";"461";"99"
"462";"462";"75"
"463";"463";"59"
"464";"464";"17"
"465";"465";"7"
"466";"466";"26"
"467";"467";"13"
"468";"468";"88"
"469";"469";"73"
"470";"470";"66"
"471";"471";"73"
"472";"472";"7"
"473";"473";"63"
"474";"474";"85"
"475";"475";"32"
"476";"476";"74"
"477";"477";"41"
"478";"478";"44"
"479";"479";"57"
"480";"480";"54"
"481";"481";"52"
"482";"482";"61"
"483";"483";"43"
"484";"484";"18"
"485";"485";"26"
"486";"486";"23"
"487";"487";"44"
"488";"488";"34"
"489";"489";"48"
"490";"490";"29"
"491";"491";"48"
"492";"492";"78"
"493";"493";"92"
"494";"494";"24"
"495";"495";"58"
"496";"496";"11"
"497";"497";"33"
"498";"498";"99"
"499";"499";"56"
"500";"500";"14"
"501";"501";"55"
"502";"502";"8"
"503";"503";"29"
"504";"504";"31"
"505";"505";"58"
"506";"506";"15"
"507";"507";"93"
"508";"508";"69"
"509";"509";"27"
"510";"510";"15"
"511";"511";"49"
"512";"512";"50"
"513";"513";"46"
"514";"514";"95"
"515";"515";"6"
"516";"516";"49"
"517";"517";"4"
"518";"518";"19"
"519";"519";"53"
"520";"520";"74"
"521";"521";"23"
"522";"522";"71"
"523";"523";"63"
"524";"524";"86"
"525";"525";"19"
"526";"526";"14"
"527";"527";"5"
"528";"528";"88"
"529";"529";"77"
"530";"530";"72"
"531";"531";"25"
"532";"532";"13"
"533";"533";"27"
"534";"534";"26"
"535";"535";"27"
"536";"536";"62"
"537";"537";"91"
"538";"538";"48"
"539";"539";"98"
"540";"540";"40"
"541";"541";"56"
"542";"542";"50"
"543";"543";"96"
"544";"544";"29"
"545";"545";"74"
"546";"546";"33"
"547";"547";"4"
"548";"548";"80"
"549";"549";"33"
"550";"550";"40"
"551";"551";"64"
"552";"552";"42"
"553";"553";"41"
"554";"554";"23"
"555";"555";"0"
"556";"556";"48"
"557";"557";"45"
"558";"558";"18"
"559";"559";"94"
"560";"560";"18"
"561";"561";"73"
"562";"562";"99"
"563";"563";"97"
"564";"564";"35"
"565";"565";"30"
"566";"566";"31"
"567";"567";"63"
"568";"568";"12"
"569";"569";"72"
"570";"570";"72"
"571";"571";"25"
"572";"572";"83"
"573";"573";"29"
"574";"574";"27"
"575";"575";"27"
"576";"576";"21"
"577";"577";"90"
"578";"578";"22"
"579";"579";"90"
"580";"580";"36"
"581";"581";"26"
"582";"582";"33"
"583";"583";"57"
"584";"584";"75"
"585";"585";"62"
"586";"586";"76"
"587";"587";"67"
"588";"588";"70"
"589";"589";"24"
"590";"590";"21"
"591";"591";"92"
"592";"592";"99"
"593";"593";"89"
"594";"594";"0"
"595";"595";"26"
"596";"596";"95"
"597";"597";"75"
"598";"598";"32"
"599";"599";"75"
"600";"600";"5"
"601";"601";"84"
"602";"602";"10"
"603";"603";"15"
"604";"604";"87"
"605";"605";"43"
"606";"606";"93"
"607";"607";"35"
"608";"608";"44"
"609";"609";"38"
"610";"610";"40"
"611";"611";"0"
"612";"612";"70"
"613";"613";"64"
"614";"614";"91"
"615";"615";"18"
"616";"616";"17"
"617";"617";"11"
"618";"618";"75"
"619";"619";"44"
"620";"620";"12"
"621";"621";"12"
"622";"622";"24"
"623";"623";"56"
"624";"624";"67"
"625";"625";"85"
"626";"626";"1"
"627";"627";"15"
"628";"628";"95"
"629";"629";"1"
"630";"630";"38"
"631";"631";"28"
"632";"632";"78"
"633";"633";"78"
"634";"634";"51"
"635";"635";"16"
"636";"636";"31"
"637";"637";"6"
"638";"638";"6"
"639";"639";"39"
"640";"640";"97"
"641";"641";"89"
"642";"642";"6"
"643";"643";"85"
"644";"644";"13"
"645";"645";"70"
"646";"646";"36"
"647";"647";"18"
"648";"648";"95"
"649";"649";"13"
"650";"650";"75"
"651";"651";"56"
"652";"652";"12"
"653";"653";"20"
"654";"654";"15"
"655";"655";"78"
"656";"656";"39"
"657";"657";"10"
"658";"658";"20"
"659";"659";"49"
"660";"660";"68"
"661";"661";"16"
"662";"662";"56"
"663";"663";"83"
"664";"664";"100"
"665";"665";"77"
"666";"666";"39"
"667";"667";"75"
"668";"668";"66"
"669";"669";"76"
"670";"670";"97"
"671";"671";"35"
"672";"672";"14"
"673";"673";"57"
"674";"674";"65"
"675";"675";"1"
"676";"676";"75"
"677";"677";"90"
"678";"678";"99"
"679";"679";"60"
"680";"680";"78"
"681";"681";"27"
"682";"682";"25"
"683";"683";"1"
"684";"684";"16"
"685";"685";"20"
"686";"686";"66"
"687";"687";"44"
"688";"688";"44"
"689";"689";"92"
"690";"690";"51"
"691";"691";"73"
"692";"692";"34"
"693";"693";"11"
"694";"694";"4"
"695";"695";"40"
"696";"696";"85"
"697";"697";"54"
"698";"698";"32"
"699";"699";"29"
"700";"700";"80"
"701";"701";"40"
"702";"702";"1"
"703";"703";"75"
"704";"704";"4"
"705";"705";"17"
"706";"706";"81"
"707";"707";"10"
"708";"708";"43"
"709";"709";"39"
"710";"710";"77"
"711";"711";"66"
"712";"712";"29"
"713";"713";"4"
"714";"714";"69"
"715";"715";"44"
"716";"716";"31"
"717";"717";"30"
"718";"718";"31"
"719";"719";"11"
"720";"720";"38"
"721";"721";"80"
"722";"722";"26"
"723";"723";"73"
"724";"724";"40"
"725";"725";"60"
"726";"726";"56"
"727";"727";"71"
"728";"728";"74"
"729";"729";"48"
"730";"730";"21"
"731";"731";"75"
"732";"732";"21"
"733";"733";"42"
"734";"734";"60"
"735";"735";"89"
"736";"736";"45"
"737";"737";"56"
"738";"738";"95"
"739";"739";"20"
"740";"740";"44"
"741";"741";"80"
"742";"742";"76"
"743";"743";"2"
"744";"744";"36"
"745";"745";"76"
"746";"746";"80"
"747";"747";"78"
"748";"748";"74"
"749";"749";"63"
"750";"750";"78"
"751";"751";"30"
"752";"752";"40"
"753";"753";"78"
"754";"754";"90"
"755";"755";"5"
"756";"756";"47"
"757";"757";"99"
"758";"758";"59"
"759";"759";"100"
"760";"760";"45"
"761";"761";"59"
"762";"762";"29"
"763";"763";"1"
"764";"764";"58"
"765";"765";"43"
"766";"766";"40"
"767";"767";"59"
"768";"768";"29"
"769";"769";"38"
"770";"770";"30"
"771";"771";"84"
"772";"772";"87"
"773";"773";"97"
"774";"774";"33"
"775";"775";"43"
"776";"776";"18"
"777";"777";"32"
"778";"778";"55"
"779";"779";"41"
"780";"780";"57"
"781";"781";"73"
"782";"782";"16"
"783";"783";"11"
"784";"784";"5"
"785";"785";"24"
"786";"786";"72"
"787";"787";"8"
"788";"788";"88"
"789";"789";"76"
"790";"790";"95"
"791";"791";"27"
"792";"792";"91"
"793";"793";"25"
"794";"794";"36"
"795";"795";"39"
"796";"796";"80"
"797";"797";"21"
"798";"798";"78"
"799";"799";"33"
"800";"800";"4"
"801";"801";"53"
"802";"802";"25"
"803";"803";"96"
"804";"804";"16"
"805";"805";"21"
"806";"806";"91"
"807";"807";"97"
"808";"808";"16"
"809";"809";"46"
"810";"810";"43"
"811";"811";"86"
"812";"812";"66"
"813";"813";"36"
"814";"814";"84"
"815";"815";"44"
"816";"816";"24"
"817";"817";"2"
"818";"818";"25"
"819";"819";"48"
"820";"820";"95"
"821";"821";"66"
"822";"822";"3"
"823";"823";"17"
"824";"824";"97"
"825";"825";"36"
"826";"826";"9"
"827";"827";"95"
"828";"828";"88"
"829";"829";"61"
"830";"830";"91"
"831";"831";"61"
"832";"832";"93"
"833";"833";"9"
"834";"834";"37"
"835";"835";"54"
"836";"836";"66"
"837";"837";"76"
"838";"838";"67"
"839";"839";"1"
"840";"840";"16"
"841";"841";"98"
"842";"842";"53"
"843";"843";"34"
"844";"844";"96"
"845";"845";"39"
"846";"846";"4"
"847";"847";"18"
"848";"848";"11"
"849";"849";"28"
"850";"850";"93"
"851";"851";"50"
"852";"852";"26"
"853";"853";"74"
"854";"854";"66"
"855";"855";"18"
"856";"856";"94"
"857";"857";"12"
"858";"858";"48"
"859";"859";"15"
"860";"860";"16"
"861";"861";"95"
"862";"862";"68"
"863";"863";"20"
"864";"864";"56"
"865";"865";"100"
"866";"866";"78"
"867";"867";"92"
"868";"868";"38"
"869";"869";"100"
"870";"870";"45"
"871";"871";"27"
"872";"872";"50"
"873";"873";"91"
"874";"874";"89"
"875";"875";"16"
"876";"876";"17"
"877";"877";"74"
"878";"878";"29"
"879";"879";"97"
"880";"880";"98"
"881";"881";"42"
"882";"882";"23"
"883";"883";"36"
"884";"884";"81"
"885";"885";"49"
"886";"886";"98"
"887";"887";"97"
"888";"888";"52"
"889";"889";"7"
"890";"890";"82"
"891";"891";"47"
"892";"892";"11"
"893";"893";"75"
"894";"894";"87"
"895";"895";"56"
"896";"896";"72"
"897";"897";"70"
"898";"898";"97"
"899";"899";"74"
"900";"900";"12"
"901";"901";"43"
"902";"902";"77"
"903";"903";"44"
"904";"904";"63"
"905";"905";"98"
"906";"906";"76"
"907";"907";"47"
"908";"908";"54"
"909";"909";"79"
"910";"910";"100"
"911";"911";"45"
"912";"912";"85"
"913";"913";"72"
"914";"914";"10"
"915";"915";"14"
"916";"916";"18"
"917";"917";"90"
"918";"918";"26"
"919";"919";"70"
"920";"920";"36"
"921";"921";"63"
"922";"922";"68"
"923";"923";"83"
"924";"924";"45"
"925";"925";"35"
"926";"926";"13"
"927";"927";"81"
"928";"928";"50"
"929";"929";"58"
"930";"930";"86"
"931";"931";"7"
"932";"932";"48"
"933";"933";"55"
"934";"934";"66"
"935";"935";"14"
"936";"936";"47"
"937";"937";"83"
"938";"938";"96"
"939";"939";"42"
"940";"940";"69"
"941";"941";"51"
"942";"942";"36"
"943";"943";"95"
"944";"944";"61"
"945";"945";"29"
"946";"946";"40"
"947";"947";"54"
"948";"948";"78"
"949";"949";"74"
"950";"950";"9"
"951";"951";"37"
"952";"952";"89"
"953";"953";"3"
"954";"954";"19"
"955";"955";"88"
"956";"956";"73"
"957";"957";"31"
"958";"958";"34"
"959";"959";"58"
"960";"960";"31"
"961";"961";"40"
"962";"962";"86"
"963";"963";"12"
"964";"964";"83"
"965";"965";"8"
"966";"966";"29"
"967";"967";"46"
"968";"968";"51"
"969";"969";"47"
"970";"970";"15"
"971";"971";"38"
"972";"972";"57"
"973";"973";"21"
"974";"974";"36"
"975";"975";"74"
"976";"976";"61"
"977";"977";"46"
"978";"978";"6"
"979";"979";"18"
"980";"980";"27"
"981";"981";"38"
"982";"982";"41"
"983";"983";"74"
"984";"984";"70"
"985";"985";"64"
"986";"986";"86"
"987";"987";"41"
"988";"988";"50"
"989";"989";"3"
"990";"990";"47"
"991";"991";"89"
"992";"992";"13"
"993";"993";"60"
"994";"994";"19"
"995";"995";"92"
"996";"996";"11"
"997";"997";"55"
"998";"998";"46"
"999";"999";"51"
"1000";"1000";"22"
"1001";"1001";"24"
"1002";"1002";"2"
"1003";"1003";"95"
"1004";"1004";"67"
"1005";"1005";"68"
"1006";"1006";"38"
"1007";"1007";"99"
"1008";"1008";"94"
"1009";"1009";"2"
"1010";"1010";"58"
"1011";"1011";"78"
"1012";"1012";"13"
"1013";"1013";"58"
"1014";"1014";"33"
"1015";"1015";"32"
"1016";"1016";"41"
"1017";"1017";"19"
"1018";"1018";"76"
"1019";"1019";"7"
"1020";"1020";"5"
"1021";"1021";"29"
"1022";"1022";"29"
"1023";"1023";"52"
"1024";"1024";"58"
"1025";"1025";"88"
"1026";"1026";"69"
"1027";"1027";"23"
"1028";"1028";"12"
"1029";"1029";"43"
"1030";"1030";"73"
"1031";"1031";"7"
"1032";"1032";"80"
"1033";"1033";"33"
"1034";"1034";"92"
"1035";"1035";"32"
"1036";"1036";"100"
"1037";"1037";"71"
"1038";"1038";"15"
"1039";"1039";"18"
"1040";"1040";"43"
"1041";"1041";"14"
"1042";"1042";"97"
"1043";"1043";"25"
"1044";"1044";"13"
"1045";"1045";"39"
"1046";"1046";"57"
"1047";"1047";"33"
"1048";"1048";"19"
"1049";"1049";"100"
"1050";"1050";"22"
"1051";"1051";"59"
"1052";"1052";"62"
"1053";"1053";"8"
"1054";"1054";"17"
"1055";"1055";"70"
"1056";"1056";"77"
"1057";"1057";"73"
"1058";"1058";"60"
"1059";"1059";"1"
"1060";"1060";"51"
"1061";"1061";"16"
"1062";"1062";"18"
"1063";"1063";"16"
"1064";"1064";"63"
"1065";"1065";"7"
"1066";"1066";"10"
"1067";"1067";"45"
"1068";"1068";"66"
"1069";"1069";"56"
"1070";"1070";"10"
"1071";"1071";"84"
"1072";"1072";"3"
"1073";"1073";"38"
"1074";"1074";"5"
"1075";"1075";"35"
"1076";"1076";"22"
"1077";"1077";"22"
"1078";"1078";"24"
"1079";"1079";"99"
"1080";"1080";"64"
"1081";"1081";"29"
"1082";"1082";"0"
"1083";"1083";"66"
"1084";"1084";"15"
"1085";"1085";"13"
"1086";"1086";"7"
"1087";"1087";"19"
"1088";"1088";"7"
"1089";"1089";"74"
"1090";"1090";"72"
"1091";"1091";"31"
"1092";"1092";"59"
"1093";"1093";"75"
"1094";"1094";"69"
"1095";"1095";"24"
"1096";"1096";"97"
"1097";"1097";"83"
"1098";"1098";"22"
"1099";"1099";"48"
"1100";"1100";"90"
"1101";"1101";"38"
"1102";"1102";"59"
"1103";"1103";"5"
"1104";"1104";"87"
"1105";"1105";"34"
"1106";"1106";"87"
"1107";"1107";"19"
"1108";"1108";"52"
"1109";"1109";"51"
"1110";"1110";"9"
"1111";"1111";"40"
"1112";"1112";"7"
"1113";"1113";"70"
"1114";"1114";"73"
"1115";"1115";"89"
"1116";"1116";"23"
"1117";"1117";"59"
"1118";"1118";"97"
"1119";"1119";"94"
"1120";"1120";"89"
"1121";"1121";"54"
"1122";"1122";"70"
"1123";"1123";"18"
"1124";"1124";"44"
"1125";"1125";"100"
"1126";"1126";"66"
"1127";"1127";"46"
"1128";"1128";"38"
"1129";"1129";"0"
"1130";"1130";"64"
"1131";"1131";"21"
"1132";"1132";"64"
"1133";"1133";"3"
"1134";"1134";"28"
"1135";"1135";"84"
"1136";"1136";"21"
"1137";"1137";"13"
"1138";"1138";"1"
"1139";"1139";"79"
"1140";"1140";"19"
"1141";"1141";"55"
"1142";"1142";"30"
"1143";"1143";"83"
"1144";"1144";"29"
"1145";"1145";"15"
"1146";"1146";"64"
"1147";"1147";"50"
"1148";"1148";"53"
"1149";"1149";"43"
"1150";"1150";"89"
"1151";"1151";"51"
"1152";"1152";"98"
"1153";"1153";"40"
"1154";"1154";"18"
"1155";"1155";"97"
"1156";"1156";"91"
"1157";"1157";"21"
"1158";"1158";"82"
"1159";"1159";"74"
"1160";"1160";"64"
"1161";"1161";"98"
"1162";"1162";"56"
"1163";"1163";"77"
"1164";"1164";"28"
"1165";"1165";"56"
"1166";"1166";"94"
"1167";"1167";"11"
"1168";"1168";"18"
"1169";"1169";"11"
"1170";"1170";"100"
"1171";"1171";"63"
"1172";"1172";"28"
"1173";"1173";"33"
"1174";"1174";"89"
"1175";"1175";"38"
"1176";"1176";"30"
"1177";"1177";"24"
"1178";"1178";"16"
"1179";"1179";"30"
"1180";"1180";"15"
"1181";"1181";"16"
"1182";"1182";"70"
"1183";"1183";"87"
"1184";"1184";"91"
"1185";"1185";"61"
"1186";"1186";"34"
"1187";"1187";"47"
"1188";"1188";"81"
"1189";"1189";"10"
"1190";"1190";"47"
"1191";"1191";"21"
"1192";"1192";"74"
"1193";"1193";"46"
"1194";"1194";"31"
"1195";"1195";"60"
"1196";"1196";"70"
"1197";"1197";"97"
"1198";"1198";"34"
"1199";"1199";"17"
"1200";"1200";"82"
"1201";"1201";"25"
"1202";"1202";"18"
"1203";"1203";"60"
"1204";"1204";"97"
"1205";"1205";"12"
"1206";"1206";"41"
"1207";"1207";"50"
"1208";"1208";"27"
"1209";"1209";"47"
"1210";"1210";"100"
"1211";"1211";"20"
"1212";"1212";"74"
"1213";"1213";"29"
"1214";"1214";"88"
"1215";"1215";"38"
"1216";"1216";"22"
"1217";"1217";"89"
"1218";"1218";"27"
"1219";"1219";"87"
"1220";"1220";"24"
"1221";"1221";"8"
"1222";"1222";"54"
"1223";"1223";"71"
"1224";"1224";"9"
"1225";"1225";"27"
"1226";"1226";"29"
"1227";"1227";"29"
"1228";"1228";"65"
"1229";"1229";"97"
"1230";"1230";"31"
"1231";"1231";"26"
"1232";"1232";"86"
"1233";"1233";"57"
"1234";"1234";"49"
"1235";"1235";"18"
"1236";"1236";"54"
"1237";"1237";"1"
"1238";"1238";"14"
"1239";"1239";"21"
"1240";"1240";"52"
"1241";"1241";"27"
"1242";"1242";"96"
"1243";"1243";"35"
"1244";"1244";"39"
"1245";"1245";"40"
"1246";"1246";"53"
"1247";"1247";"41"
"1248";"1248";"29"
"1249";"1249";"37"
"1250";"1250";"51"
"1251";"1251";"40"
"1252";"1252";"58"
"1253";"1253";"14"
"1254";"1254";"24"
"1255";"1255";"54"
"1256";"1256";"1"
"1257";"1257";"22"
"1258";"1258";"61"
"1259";"1259";"91"
"1260";"1260";"22"
"1261";"1261";"52"
"1262";"1262";"24"
"1263";"1263";"25"
"1264";"1264";"62"
"1265";"1265";"76"
"1266";"1266";"85"
"1267";"1267";"5"
"1268";"1268";"78"
"1269";"1269";"71"
"1270";"1270";"72"
"1271";"1271";"6"
"1272";"1272";"13"
"1273";"1273";"1"
"1274";"1274";"28"
"1275";"1275";"48"
"1276";"1276";"45"
"1277";"1277";"68"
"1278";"1278";"48"
"1279";"1279";"76"
"1280";"1280";"81"
"1281";"1281";"12"
"1282";"1282";"94"
"1283";"1283";"9"
"1284";"1284";"21"
"1285";"1285";"23"
"1286";"1286";"94"
"1287";"1287";"96"
"1288";"1288";"80"
"1289";"1289";"91"
"1290";"1290";"48"
"1291";"1291";"4"
"1292";"1292";"7"
"1293";"1293";"54"
"1294";"1294";"57"
"1295";"1295";"36"
"1296";"1296";"11"
"1297";"1297";"79"
"1298";"1298";"1"
"1299";"1299";"12"
"1300";"1300";"66"
"1301";"1301";"15"
"1302";"1302";"92"
"1303";"1303";"83"
"1304";"1304";"30"
"1305";"1305";"49"
"1306";"1306";"54"
"1307";"1307";"19"
"1308";"1308";"81"
"1309";"1309";"27"
"1310";"1310";"76"
"1311";"1311";"81"
"1312";"1312";"64"
"1313";"1313";"35"
"1314";"1314";"77"
"1315";"1315";"44"
"1316";"1316";"93"
"1317";"1317";"72"
"1318";"1318";"23"
"1319";"1319";"38"
"1320";"1320";"59"
"1321";"1321";"91"
"1322";"1322";"42"
"1323";"1323";"39"
"1324";"1324";"64"
"1325";"1325";"77"
"1326";"1326";"84"
"1327";"1327";"47"
"1328";"1328";"82"
"1329";"1329";"69"
