money_spent;client_ID;lvl_ID
248149;320;6
248150;321;1
248151;322;2
248152;323;3
248153;324;4
248154;325;5
248155;326;6
248156;327;1
248157;328;2
248158;329;1
248159;330;2
248160;331;3
248161;332;4
248162;333;5
248163;334;6
248164;335;1
248165;336;2
248166;337;3
248167;338;4
248168;339;5
248169;340;6
248170;341;1
248171;342;2
248172;343;1
248173;344;2
248174;345;3
248175;346;4
248176;347;5
248177;348;6
248178;349;1
248179;350;2
248180;351;3
248181;352;4
248182;353;5
248183;354;6
248184;355;1
248185;356;2
248186;357;1
248187;358;2
248188;359;3
248189;360;4
248190;361;5
248191;362;6
248192;363;1
248193;364;2
248194;365;3
248195;366;4
248196;367;5
248197;368;6
248198;369;1
248199;370;2
248200;371;1
248201;372;2
248202;373;3
248203;374;4
248204;375;5
248205;376;6
248206;377;1
248207;378;2
248208;379;3
248209;380;4
248210;381;5
248211;382;6
248212;383;1
248213;384;2
248214;385;1
248215;386;2
248216;387;3
248217;388;4
248218;389;5
248219;390;6
248220;391;1
248221;392;2
248222;393;3
248223;394;4
248224;395;5
248225;396;6
248226;397;1
248227;398;2
248228;399;1
248229;400;2
248230;401;3
248231;402;4
248232;403;5
248233;404;6
248234;405;1
248235;406;2
248236;407;3
248237;408;4
248238;409;5
248239;410;6
248240;411;1
248241;412;2
248242;413;1
248243;414;2
248244;415;3
248245;416;4
248246;417;5
248247;418;6
248248;419;1
248249;420;2
248250;421;3
248251;422;4
248252;423;5
248253;424;6
248254;425;1
248255;426;2
248256;427;1
248257;428;2
248258;429;3
248259;430;4
248260;431;5
248261;432;6
248262;433;1
248263;434;2
248264;435;3
248265;436;4
248266;437;5
248267;438;6
248268;439;1
248269;440;2
248270;441;1
248271;442;2
248272;443;3
248273;444;4
248274;445;5
248275;446;6
248276;447;1
248277;448;2
248278;449;3
248279;450;4
248280;451;5
248281;452;6
248282;453;1
248283;454;2
248284;455;1
248285;456;2
248286;457;3
248287;458;4
248288;459;5
248289;460;6
248290;461;1
248291;462;2
248292;463;3
248293;464;4
248294;465;5
248295;466;6
248296;467;1
248297;468;2
248298;469;1
248299;470;2
248300;471;3
248301;472;4
248302;473;5
248303;474;6
248304;475;1
248305;476;2
248306;477;3
248307;478;4
248308;479;5
248309;480;6
248310;481;1
248311;482;2
248312;483;1
248313;484;2
248314;485;3
248315;486;4
248316;487;5
248317;488;6
248318;489;1
248319;490;2
248320;491;3
248321;492;4
248322;493;5
248323;494;6
248324;495;1
248325;496;2
248326;497;1
248327;498;2
248328;499;3
248329;500;4
248330;501;5
248331;502;6
248332;503;1
248333;504;2
248334;505;3
248335;506;4
248336;507;5
248337;508;6
248338;509;1
248339;510;2
248340;511;1
248341;512;2
248342;513;3
248343;514;4
248344;515;5
248345;516;6
248346;517;1
248347;518;2
248348;519;3
248349;520;4
248350;521;5
248351;522;6
248352;523;1
248353;524;2
248354;525;1
248355;526;2
248356;527;3
248357;528;4
248358;529;5
248359;530;6
248360;531;1
248361;532;2
248362;533;3
248363;534;4
248364;535;5
248365;536;6
248366;537;1
248367;538;2
248368;539;1
248369;540;2
248370;541;3
248371;542;4
248372;543;5
248373;544;6
248374;545;1
248375;546;2
248376;547;3
248377;548;4
248378;549;5
248379;550;6
248380;551;1
248381;552;2
248382;553;1
248383;554;2
248384;555;3
248385;556;4
248386;557;5
248387;558;6
248388;559;1
248389;560;2
248390;561;3
248391;562;4
248392;563;5
248393;564;6
248394;565;1
248395;566;2
248396;567;1
248397;568;2
248398;569;3
248399;570;4
248400;571;5
248401;572;6
248402;573;1
248403;574;2
248404;575;3
248405;576;4
248406;577;5
248407;578;6
248408;579;1
248409;580;2
248410;581;1
248411;582;2
248412;583;3
248413;584;4
248414;585;5
248415;586;6
248416;587;1
248417;588;2
248418;589;3
248419;590;4
248420;591;5
248421;592;6
248422;593;1
248423;594;2
248424;595;1
248425;596;2
248426;597;3
248427;598;4
248428;599;5
248429;600;6
248430;601;1
248431;602;2
248432;603;3
248433;604;4
248434;605;5
248435;606;6
248436;607;1
248437;608;2
248438;609;1
248439;610;2
248440;611;3
248441;612;4
248442;613;5
248443;614;6
248444;615;1
248445;616;2
248446;617;3
248447;618;4
248448;619;5
248449;620;6
248450;621;1
248451;622;2
248452;623;1
248453;624;2
248454;625;3
248455;626;4
248456;627;5
248457;628;6
248458;629;1
248459;630;2
248460;631;3
248461;632;4
248462;633;5
248463;634;6
248464;635;1
248465;636;2
248466;637;1
248467;638;2
248468;639;3
248469;640;4
248470;641;5
248471;642;6
248472;643;1
248473;644;2
248474;645;3
248475;646;4
248476;647;5
248477;648;6
248478;649;1
248479;650;2
248480;651;1
248481;652;2
248482;653;3
248483;654;4
248484;655;5
248485;656;6
248486;657;1
248487;658;2
248488;659;3
248489;660;4
248490;661;5
248491;662;6
248492;663;1
248493;664;2
248494;665;1
248495;666;2
248496;667;3
248497;668;4
248498;669;5
248499;670;6
248500;671;1
248501;672;2
248502;673;3
248503;674;4
248504;675;5
248505;676;6
248506;677;1
248507;678;2
248508;679;1
248509;680;2
248510;681;3
248511;682;4
248512;683;5
248513;684;6
248514;685;1
248515;686;2
248516;687;3
248517;688;4
248518;689;5
248519;690;6
248520;691;1
248521;692;2
248522;693;1
248523;694;2
248524;695;3
248525;696;4
248526;697;5
248527;698;6
248528;699;1
248529;700;2
248530;701;3
248531;702;4
248532;703;5
248533;704;6
248534;705;1
248535;706;2
248536;707;1
248537;708;2
248538;709;3
248539;710;4
248540;711;5
248541;712;6
248542;713;1
248543;714;2
248544;715;3
248545;716;4
248546;717;5
248547;718;6
248548;719;1
248549;720;2
248550;721;1
248551;722;2
248552;723;3
248553;724;4
248554;725;5
248555;726;6
248556;727;1
248557;728;2
248558;729;3
248559;730;4
248560;731;5
248561;732;6
248562;733;1
248563;734;2
248564;735;1
248565;736;2
248566;737;3
248567;738;4
248568;739;5
248569;740;6
248570;741;1
248571;742;2
248572;743;3
248573;744;4
248574;745;5
248575;746;6
248576;747;1
248577;748;2
248578;749;1
248579;750;2
248580;751;3
248581;752;4
248582;753;5
248583;754;6
248584;755;1
248585;756;2
248586;757;3
248587;758;4
248588;759;5
248589;760;6
248590;761;1
248591;762;2
248592;763;1
248593;764;2
248594;765;3
248595;766;4
248596;767;5
248597;768;6
248598;769;1
248599;770;2
248600;771;3
248601;772;4
248602;773;5
248603;774;6
248604;775;1
248605;776;2
248606;777;1
248607;778;2
248608;779;3
248609;780;4
248610;781;5
248611;782;6
248612;783;1
248613;784;2
248614;785;3
248615;786;4
248616;787;5
248617;788;6
248618;789;1
248619;790;2
248620;791;1
248621;792;2
248622;793;3
248623;794;4
248624;795;5
248625;796;6
248626;797;1
248627;798;2
248628;799;3
248629;800;4
248630;801;5
248631;802;6
248632;803;1
248633;804;2
248634;805;1
248635;806;2
248636;807;3
248637;808;4
248638;809;5
248639;810;6
248640;811;1
248641;812;2
248642;813;3
248643;814;4
248644;815;5
248645;816;6
248646;817;1
248647;818;2
248648;819;1
248649;820;2
248650;821;3
248651;822;4
248652;823;5
248653;824;6
248654;825;1
248655;826;2
248656;827;3
248657;828;4
248658;829;5
248659;830;6
248660;831;1
248661;832;2
248662;833;1
248663;834;2
248664;835;3
248665;836;4
248666;837;5
248667;838;6
248668;839;1
248669;840;2
248670;841;3
248671;842;4
248672;843;5
248673;844;6
248674;845;1
248675;846;2
248676;847;1
248677;848;2
248678;849;3
248679;850;4
248680;851;5
248681;852;6
248682;853;1
248683;854;2
248684;855;3
248685;856;4
248686;857;5
248687;858;6
248688;859;1
248689;860;2
248690;861;1
248691;862;2
248692;863;3
248693;864;4
248694;865;5
248695;866;6
248696;867;1
248697;868;2
248698;869;3
248699;870;4
248700;871;5
248701;872;6
248702;873;1
248703;874;2
248704;875;1
248705;876;2
248706;877;3
248707;878;4
248708;879;5
248709;880;6
248710;881;1
248711;882;2
248712;883;3
248713;884;4
248714;885;5
248715;886;6
248716;887;1
248717;888;2
248718;889;1
248719;890;2
248720;891;3
248721;892;4
248722;893;5
248723;894;6
248724;895;1
248725;896;2
248726;897;3
248727;898;4
248728;899;5
248729;900;6
248730;901;1
248731;902;2
248732;903;1
248733;904;2
248734;905;3
248735;906;4
248736;907;5
248737;908;6
248738;909;1
248739;910;2
248740;911;3
248741;912;4
248742;913;5
248743;914;6
248744;915;1
248745;916;2
248746;917;1
248747;918;2
248748;919;3
248749;920;4
248750;921;5
248751;922;6
248752;923;1
248753;924;2
248754;925;3
248755;926;4
248756;927;5
248757;928;6
248758;929;1
248759;930;2
248760;931;1
248761;932;2
248762;933;3
248763;934;4
248764;935;5
248765;936;6
248766;937;1
248767;938;2
248768;939;3
248769;940;4
248770;941;5
248771;942;6
248772;943;1
248773;944;2
248774;945;1
248775;946;2
248776;947;3
248777;948;4
248778;949;5
248779;950;6
248780;951;1
248781;952;2
248782;953;3
248783;954;4
248784;955;5
248785;956;6
248786;957;1
248787;958;2
248788;959;1
248789;960;2
248790;961;3
248791;962;4
248792;963;5
248793;964;6
248794;965;1
248795;966;2
248796;967;3
248797;968;4
248798;969;5
248799;970;6
248800;971;1
248801;972;2
248802;973;1
248803;974;2
248804;975;3
248805;976;4
248806;977;5
248807;978;6
248808;979;1
248809;980;2
248810;981;3
248811;982;4
248812;983;5
248813;984;6
248814;985;1
248815;986;2
248816;987;1
248817;988;2
248818;989;3
248819;990;4
248820;991;5
248821;992;6
248822;993;1
248823;994;2
248824;995;3
248825;996;4
248826;997;5
248827;998;6
248828;999;1
248829;1000;2
248830;1001;1
248831;1002;2
248832;1003;3
248833;1004;4
248834;1005;5
248835;1006;6
248836;1007;1
248837;1008;2
248838;1009;3
248839;1010;4
248840;1011;5
248841;1012;6
248842;1013;1
248843;1014;2
248844;1015;1
248845;1016;2
248846;1017;3
248847;1018;4
248848;1019;5
248849;1020;6
248850;1021;1
248851;1022;2
248852;1023;3
248853;1024;4
248854;1025;5
248855;1026;6
248856;1027;1
248857;1028;2
248858;1029;1
248859;1030;2
248860;1031;3
248861;1032;4
248862;1033;5
248863;1034;6
248864;1035;1
248865;1036;2
248866;1037;3
248867;1038;4
248868;1039;5
248869;1040;6
248870;1041;1
248871;1042;2
248872;1043;1
248873;1044;2
248874;1045;3
248875;1046;4
248876;1047;5
248877;1048;6
248878;1049;1
248879;1050;2
248880;1051;3
248881;1052;4
248882;1053;5
248883;1054;6
248884;1055;1
248885;1056;2
248886;1057;1
248887;1058;2
248888;1059;3
248889;1060;4
248890;1061;5
248891;1062;6
248892;1063;1
248893;1064;2
248894;1065;3
248895;1066;4
248896;1067;5
248897;1068;6
248898;1069;1
248899;1070;2
248900;1071;1
248901;1072;2
248902;1073;3
248903;1074;4
248904;1075;5
248905;1076;6
248906;1077;1
248907;1078;2
248908;1079;3
248909;1080;4
248910;1081;5
248911;1082;6
248912;1083;1
248913;1084;2
248914;1085;1
248915;1086;2
248916;1087;3
248917;1088;4
248918;1089;5
248919;1090;6
248920;1091;1
248921;1092;2
248922;1093;3
248923;1094;4
248924;1095;5
248925;1096;6
248926;1097;1
248927;1098;2
248928;1099;1
248929;1100;2
248930;1101;3
248931;1102;4
248932;1103;5
248933;1104;6
248934;1105;1
248935;1106;2
248936;1107;3
248937;1108;4
248938;1109;5
248939;1110;6
248940;1111;1
248941;1112;2
248942;1113;1
248943;1114;2
248944;1115;3
248945;1116;4
248946;1117;5
248947;1118;6
248948;1119;1
248949;1120;2
248950;1121;3
248951;1122;4
248952;1123;5
248953;1124;6
248954;1125;1
248955;1126;2
248956;1127;1
248957;1128;2
248958;1129;3
248959;1130;4
248960;1131;5
248961;1132;6
248962;1133;1
248963;1134;2
248964;1135;3
248965;1136;4
248966;1137;5
248967;1138;6
248968;1139;1
248969;1140;2
248970;1141;1
248971;1142;2
248972;1143;3
248973;1144;4
248974;1145;5
248975;1146;6
248976;1147;1
248977;1148;2
248978;1149;3
248979;1150;4
248980;1151;5
248981;1152;6
248982;1153;1
248983;1154;2
248984;1155;1
248985;1156;2
248986;1157;3
248987;1158;4
248988;1159;5
248989;1160;6
248990;1161;1
248991;1162;2
248992;1163;3
248993;1164;4
248994;1165;5
248995;1166;6
248996;1167;1
248997;1168;2
248998;1169;1
248999;1170;2
249000;1171;3
249001;1172;4
249002;1173;5
249003;1174;6
249004;1175;1
249005;1176;2
249006;1177;3
249007;1178;4
249008;1179;5
249009;1180;6
249010;1181;1
249011;1182;2
249012;1183;1
249013;1184;2
249014;1185;3
249015;1186;4
249016;1187;5
249017;1188;6
249018;1189;1
249019;1190;2
249020;1191;3
249021;1192;4
249022;1193;5
249023;1194;6
249024;1195;1
249025;1196;2
249026;1197;1
249027;1198;2
249028;1199;3
249029;1200;4
249030;1201;5
249031;1202;6
249032;1203;1
249033;1204;2
249034;1205;3
249035;1206;4
249036;1207;5
249037;1208;6
249038;1209;1
249039;1210;2
249040;1211;1
249041;1212;2
249042;1213;3
249043;1214;4
249044;1215;5
249045;1216;6
249046;1217;1
249047;1218;2
249048;1219;3
249049;1220;4
249050;1221;5
249051;1222;6
249052;1223;1
249053;1224;2
249054;1225;1
249055;1226;2
249056;1227;3
249057;1228;4
249058;1229;5
249059;1230;6
249060;1231;1
249061;1232;2
249062;1233;3
249063;1234;4
249064;1235;5
249065;1236;6
249066;1237;1
249067;1238;2
249068;1239;1
249069;1240;2
249070;1241;3
249071;1242;4
249072;1243;5
249073;1244;6
249074;1245;1
249075;1246;2
249076;1247;3
249077;1248;4
249078;1249;5
249079;1250;6
249080;1251;1
249081;1252;2
249082;1253;1
249083;1254;2
249084;1255;3
249085;1256;4
249086;1257;5
249087;1258;6
249088;1259;1
249089;1260;2
249090;1261;3
249091;1262;4
249092;1263;5
249093;1264;6
249094;1265;1
249095;1266;2
249096;1267;1
249097;1268;2
249098;1269;3
249099;1270;4
249100;1271;5
249101;1272;6
249102;1273;1
249103;1274;2
249104;1275;3
249105;1276;4
249106;1277;5
249107;1278;6
249108;1279;1
249109;1280;2
249110;1281;1
249111;1282;2
249112;1283;3
249113;1284;4
249114;1285;5
249115;1286;6
249116;1287;1
249117;1288;2
249118;1289;3
249119;1290;4
249120;1291;5
249121;1292;6
249122;1293;1
249123;1294;2
249124;1295;1
249125;1296;2
249126;1297;3
249127;1298;4
249128;1299;5
249129;1300;6
249130;1301;1
249131;1302;2
249132;1303;3
249133;1304;4
249134;1305;5
249135;1306;6
249136;1307;1
249137;1308;2
249138;1309;1
249139;1310;2
249140;1311;3
249141;1312;4
249142;1313;5
249143;1314;6
249144;1315;1
249145;1316;2
249146;1317;3
249147;1318;4
249148;1319;5
249149;1320;6
249150;1321;1
249151;1322;2
249152;1323;1
249153;1324;2
249154;1325;3
249155;1326;4
249156;1327;5
249157;1328;6
249158;1329;1
249159;1330;2
249160;1331;3
249161;1332;4
249162;1333;5
249163;1334;6
249164;1335;1
249165;1336;2
249166;1337;1
249167;1338;2
249168;1339;3
249169;1340;4
249170;1341;5
249171;1342;6
249172;1343;1
249173;1344;2
249174;1345;3
249175;1346;4
249176;1347;5
249177;1348;6
249178;1349;1
249179;1350;2
249180;1351;1
249181;1352;2
249182;1353;3
249183;1354;4
249184;1355;5
249185;1356;6
249186;1357;1
249187;1358;2
249188;1359;3
249189;1360;4
249190;1361;5
249191;1362;6
249192;1363;1
249193;1364;2
249194;1365;1
249195;1366;2
249196;1367;3
249197;1368;4
249198;1369;5
249199;1370;6
249200;1371;1
249201;1372;2
249202;1373;3
249203;1374;4
249204;1375;5
249205;1376;6
249206;1377;1
249207;1378;2
249208;1379;1
249209;1380;2
249210;1381;3
249211;1382;4
249212;1383;5
249213;1384;6
249214;1385;1
249215;1386;2
249216;1387;3
249217;1388;4
249218;1389;5
249219;1390;6
249220;1391;1
249221;1392;2
249222;1393;1
249223;1394;2
249224;1395;3
249225;1396;4
249226;1397;5
249227;1398;6
249228;1399;1
249229;1400;2
249230;1401;3
249231;1402;4
249232;1403;5
249233;1404;6
249234;1405;1
249235;1406;2
249236;1407;1
249237;1408;2
249238;1409;3
249239;1410;4
249240;1411;5
249241;1412;6
249242;1413;1
249243;1414;2
249244;1415;3
249245;1416;4
249246;1417;5
249247;1418;6
249248;1419;1
249249;1420;2
249250;1421;1
249251;1422;2
249252;1423;3
249253;1424;4
249254;1425;5
249255;1426;6
249256;1427;1
249257;1428;2
249258;1429;3
249259;1430;4
249260;1431;5
249261;1432;6
249262;1433;1
249263;1434;2
249264;1435;1
249265;1436;2
249266;1437;3
249267;1438;4
249268;1439;5
249269;1440;6
249270;1441;1
249271;1442;2
249272;1443;3
249273;1444;4
249274;1445;5
249275;1446;6
249276;1447;1
249277;1448;2
249278;1449;1
249279;1450;2
249280;1451;3
249281;1452;4
249282;1453;5
249283;1454;6
249284;1455;1
249285;1456;2
249286;1457;3
249287;1458;4
249288;1459;5
249289;1460;6
249290;1461;1
249291;1462;2
249292;1463;1
249293;1464;2
249294;1465;3
249295;1466;4
249296;1467;5
249297;1468;6
249298;1469;1
249299;1470;2
249300;1471;3
249301;1472;4
249302;1473;5
249303;1474;6
249304;1475;1
249305;1476;2
249306;1477;1
249307;1478;2
249308;1479;3
249309;1480;4
249310;1481;5
249311;1482;6
249312;1483;1
249313;1484;2
249314;1485;3
249315;1486;4
249316;1487;5
249317;1488;6
249318;1489;1
249319;1490;2
249320;1491;1
249321;1492;2
249322;1493;3
249323;1494;4
249324;1495;5
249325;1496;6
249326;1497;1
249327;1498;2
249328;1499;3
249329;1500;4
249330;1501;5
249331;1502;6
249332;1503;1
249333;1504;2
249334;1505;1
249335;1506;2
249336;1507;3
249337;1508;4
249338;1509;5
249339;1510;6
249340;1511;1
249341;1512;2
249342;1513;3
249343;1514;4
249344;1515;5
249345;1516;6
249346;1517;1
249347;1518;2
249348;1519;1
249349;1520;2
249350;1521;3
249351;1522;4
249352;1523;5
249353;1524;6
249354;1525;1
249355;1526;2
249356;1527;3
249357;1528;4
249358;1529;5
249359;1530;6
249360;1531;1
249361;1532;2
249362;1533;1
249363;1534;2
249364;1535;3
249365;1536;4
249366;1537;5
249367;1538;6
249368;1539;1
249369;1540;2
249370;1541;3
249371;1542;4
249372;1543;5
249373;1544;6
249374;1545;1
249375;1546;2
249376;1547;1
249377;1548;2
249378;1549;3
249379;1550;4
249380;1551;5
249381;1552;6
249382;1553;1
249383;1554;2
249384;1555;3
249385;1556;4
249386;1557;5
249387;1558;6
249388;1559;1
249389;1560;2
249390;1561;1
249391;1562;2
249392;1563;3
249393;1564;4
249394;1565;5
249395;1566;6
249396;1567;1
249397;1568;2
249398;1569;3
249399;1570;4
249400;1571;5
249401;1572;6
249402;1573;1
249403;1574;2
249404;1575;1
249405;1576;2
249406;1577;3
249407;1578;4
249408;1579;5
249409;1580;6
249410;1581;1
249411;1582;2
249412;1583;3
249413;1584;4
249414;1585;5
249415;1586;6
249416;1587;1
249417;1588;2
249418;1589;1
249419;1590;2
249420;1591;3
249421;1592;4
249422;1593;5
249423;1594;6
249424;1595;1
249425;1596;2
249426;1597;3
249427;1598;4
249428;1599;5
249429;1600;6
249430;1601;1
249431;1602;2
249432;1603;1
249433;1604;2
249434;1605;3
249435;1606;4
249436;1607;5
249437;1608;6
249438;1609;1
249439;1610;2
249440;1611;3
249441;1612;4
249442;1613;5
249443;1614;6
249444;1615;1
249445;1616;2
249446;1617;1
249447;1618;2
249448;1619;3
249449;1620;4
249450;1621;5
249451;1622;6
249452;1623;1
249453;1624;2
249454;1625;3
249455;1626;4
249456;1627;5
249457;1628;6
249458;1629;1
249459;1630;2
249460;1631;1
249461;1632;2
249462;1633;3
249463;1634;4
249464;1635;5
249465;1636;6
249466;1637;1
249467;1638;2
249468;1639;3
249469;1640;4
249470;1641;5
249471;1642;6
249472;1643;1
249473;1644;2
249474;1645;1
249475;1646;2
249476;1647;3
249477;1648;4
249478;1649;5
249479;1650;6
249480;1651;1
249481;1652;2
249482;1653;3
249483;1654;4
249484;1655;5
249485;1656;6
249486;1657;1
249487;1658;2
249488;1659;1
249489;1660;2
249490;1661;3
249491;1662;4
249492;1663;5
249493;1664;6
249494;1665;1
249495;1666;2
249496;1667;3
249497;1668;4
249498;1669;5
249499;1670;6
249500;1671;1
249501;1672;2
249502;1673;1
249503;1674;2
249504;1675;3
249505;1676;4
249506;1677;5
249507;1678;6
249508;1679;1
249509;1680;2
249510;1681;3
249511;1682;4
249512;1683;5
249513;1684;6
249514;1685;1
249515;1686;2
249516;1687;1
249517;1688;2
249518;1689;3
249519;1690;4
249520;1691;5
249521;1692;6
249522;1693;1
249523;1694;2
249524;1695;3
249525;1696;4
249526;1697;5
249527;1698;6
249528;1699;1
249529;1700;2
249530;1701;1
249531;1702;2
249532;1703;3
249533;1704;4
249534;1705;5
249535;1706;6
249536;1707;1
249537;1708;2
249538;1709;3
249539;1710;4
249540;1711;5
249541;1712;6
249542;1713;1
249543;1714;2
249544;1715;1
249545;1716;2
249546;1717;3
249547;1718;4
249548;1719;5
249549;1720;6
249550;1721;1
249551;1722;2
249552;1723;3
249553;1724;4
249554;1725;5
249555;1726;6
249556;1727;1
249557;1728;2
249558;1729;1
249559;1730;2
249560;1731;3
249561;1732;4
249562;1733;5
249563;1734;6
249564;1735;1
249565;1736;2
249566;1737;3
249567;1738;4
249568;1739;5
249569;1740;6
249570;1741;1
249571;1742;2
249572;1743;1
249573;1744;2
249574;1745;3
249575;1746;4
249576;1747;5
249577;1748;6
249578;1749;1
249579;1750;2
249580;1751;3
249581;1752;4
249582;1753;5
249583;1754;6
249584;1755;1
249585;1756;2
249586;1757;1
249587;1758;2
249588;1759;3
249589;1760;4
249590;1761;5
249591;1762;6
249592;1763;1
249593;1764;2
249594;1765;3
249595;1766;4
249596;1767;5
249597;1768;6
249598;1769;1
249599;1770;2
249600;1771;1
249601;1772;2
249602;1773;3
249603;1774;4
249604;1775;5
249605;1776;6
249606;1777;1
249607;1778;2
249608;1779;3
249609;1780;4
249610;1781;5
249611;1782;6
249612;1783;1
249613;1784;2
249614;1785;1
249615;1786;2
249616;1787;3
249617;1788;4
249618;1789;5
249619;1790;6
249620;1791;1
249621;1792;2
249622;1793;3
249623;1794;4
249624;1795;5
249625;1796;6
249626;1797;1
249627;1798;2
249628;1799;1
249629;1800;2
249630;1801;3
249631;1802;4
249632;1803;5
249633;1804;6
249634;1805;1
249635;1806;2
249636;1807;3
249637;1808;4
249638;1809;5
249639;1810;6
249640;1811;1
249641;1812;2
249642;1813;1
249643;1814;2
249644;1815;3
249645;1816;4
249646;1817;5
249647;1818;6
249648;1819;1
249649;1820;2
249650;1821;3
249651;1822;4
249652;1823;5
249653;1824;6
249654;1825;1
249655;1826;2
249656;1827;1
249657;1828;2
249658;1829;3
249659;1830;4
249660;1831;5
249661;1832;6
249662;1833;1
249663;1834;2
249664;1835;3
249665;1836;4
249666;1837;5
249667;1838;6
249668;1839;1
249669;1840;2
249670;1841;1
249671;1842;2
249672;1843;3
249673;1844;4
249674;1845;5
249675;1846;6
249676;1847;1
249677;1848;2
249678;1849;3
249679;1850;4
249680;1851;5
249681;1852;6
249682;1853;1
249683;1854;2
249684;1855;1
249685;1856;2
249686;1857;3
249687;1858;4
249688;1859;5
249689;1860;6
249690;1861;1
249691;1862;2
249692;1863;3
249693;1864;4
249694;1865;5
249695;1866;6
249696;1867;1
249697;1868;2
249698;1869;1
249699;1870;2
